pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-08-21,96.0,-2.97,4.92,"Crow-Armstrong, Pete",691718,676106,home_run,hit_into_play,,,,,1.0,Pete Crow-Armstrong homers (32) on a fly ball to right center field.,R,L,R,SEA,CHC,X,,fly_ball,3,2,2026,-0.95,0.58,-0.4948013710892162,2.759952403786362,,,,0,1,Top,193.8,66.81,,,,,8.637402417306147,-139.59757823218473,-1.3028561594179309,-14.33022244432672,30.39148753621877,-24.47832880355661,3.202452428,1.616190945,367.0,101.7,39.0,96.0,2227.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.26,0.294,0.591,2.0,1.0,0.0,3.0,5.0,1,9,4-Seam Fastball,0,0,0,0,1,0,1,0,Infield shade,Standard,245.0,-0.091,1.028,77.1,7.5,,1.136,-1.028,101.7,0,0,0.495,0.505,27,24,27,24,1,0,6.0,2.0,7.0,1,1.89,0.95,-0.95,7.8,18.307716860287552,-8.19959133905515,28.320564888666738,37.11464584902585,36.99561086537541
CU,2026-08-21,76.1,-2.86,5.3,"Crow-Armstrong, Pete",691718,676106,,ball,,,,,14.0,,R,L,R,SEA,CHC,B,,,2,2,2026,1.23,-0.47,0.0366702757300059,-0.053099032212041,,,,0,1,Top,,,,,,,3.7484734309249266,-110.7608728100407,-3.0163803006253787,9.3967376399476,20.24934731903791,-35.68666630888101,3.202452428,1.616190945,,,,75.7,2633.0,6.1,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.44,,,,,,,,1,8,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,70.0,-0.008,0.114,,,,,-0.114,,0,0,0.503,0.497,27,24,27,24,1,0,6.0,2.0,7.0,1,4.41,-1.23,1.23,20.0,,,,,
SL,2026-08-21,86.5,2.2,5.21,"Crow-Armstrong, Pete",691718,642100,field_out,hit_into_play,,,,,13.0,"Pete Crow-Armstrong grounds out, second baseman Cole Young to first baseman Josh Naylor.",R,L,L,SEA,CHC,X,4.0,ground_ball,3,2,2026,-0.22,-0.12,-1.0691775169967133,1.4648982757499067,,,608348.0,2,6,Top,149.98,153.61,,,,,-7.239378263527596,-125.92050595839784,-2.288272560326659,-0.914133261354006,24.3171291303941,-33.214612359203926,3.202452428,1.616190945,13.0,99.1,-6.0,86.6,2195.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.28,0.353,0.318,0.0,1.0,0.0,0.0,2.0,51,7,Slider,5,3,3,5,3,5,3,5,Infield shade,Standard,292.0,0.035,-0.326,74.0,7.7,,0.386,0.326,99.1,2,-2,0.81,0.19,31,24,31,24,1,3,2.0,2.0,3.0,1,3.15,-0.22,-0.22,25.9,10.460455235613848,-3.490930544712539,30.7136237925465,42.74308192803287,38.98530316608706
FF,2026-08-21,95.7,-3.09,4.86,"Crow-Armstrong, Pete",691718,676106,,foul,,,,,11.0,,R,L,R,SEA,CHC,S,,,2,2,2026,-1.16,0.45,-0.8582156251981921,3.0473391628271855,,,,0,1,Top,,,,,,,8.461164666387166,-139.2744787268505,-0.0766559193821205,-16.923513964342874,28.094320150889576,-26.4835097391587,3.202452428,1.616190945,258.0,78.2,34.0,96.1,2392.0,6.3,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.22,,,,,,,,1,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,249.0,0.0,0.0,74.4,6.7,,,0.0,88.0,0,0,0.503,0.497,27,24,27,24,1,0,6.0,2.0,7.0,1,2.02,1.16,-1.16,6.3,8.323189112067718,7.810886706896762,25.68477438157497,42.561302228006035,27.43744102606401
FF,2026-08-21,94.9,-3.04,5.0,"Crow-Armstrong, Pete",691718,676106,,ball,,,,,3.0,,R,L,R,SEA,CHC,B,,,1,2,2026,-0.97,0.78,0.8255118543485334,3.053121575890753,,,,0,1,Top,,,,,,,12.119034746939269,-137.75680970250568,-1.0730553487475183,-14.81076560714468,26.701090746358737,-22.111521042701497,3.202452428,1.616190945,,,,95.0,2284.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.32,,,,,,,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,245.0,-0.004,0.046,,,,,-0.046,,0,0,0.507,0.493,27,24,27,24,1,0,6.0,2.0,7.0,1,1.74,0.97,-0.97,8.3,,,,,
SI,2026-08-21,95.5,1.84,5.41,"Crow-Armstrong, Pete",691718,642100,,ball,,,,,11.0,,R,L,L,SEA,CHC,B,,,2,2,2026,1.56,0.51,-1.2534094754286005,2.663404224036013,,,608348.0,2,6,Top,,,,,,,-11.58392562509351,-138.6748879797222,-2.603611820420686,22.694729444452715,28.630020879717502,-25.14035312108354,3.202452428,1.616190945,,,,95.5,2175.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.26,,,,,,,,51,6,Sinker,5,3,3,5,3,5,3,5,Infield shade,Standard,130.0,-0.01,0.082,,,,,-0.082,,2,-2,0.82,0.18,31,24,31,24,1,3,2.0,2.0,3.0,1,1.98,1.56,1.56,25.7,,,,,
CU,2026-08-21,77.7,-2.93,5.37,"Crow-Armstrong, Pete",691718,676106,,foul,,,,,14.0,,R,L,R,SEA,CHC,S,,,1,2,2026,1.03,-0.29,0.0552827866798897,0.6797952099394893,,,,0,1,Top,,,,,,,4.378458923375341,-113.12442628949736,-2.343250238349823,8.000472981441495,20.80757181639003,-34.414690732204456,3.202452428,1.616190945,3.0,64.9,-22.0,77.3,2602.0,6.0,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.49,,,,,,,,1,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,68.0,0.0,0.0,74.6,8.9,,,0.0,88.0,0,0,0.507,0.493,27,24,27,24,1,0,6.0,2.0,7.0,1,4.06,-1.03,1.03,20.0,31.342021842028263,-27.39827786357276,42.66655513987786,33.55790479456163,53.97546310214633
FF,2026-08-21,96.2,1.98,5.46,"Crow-Armstrong, Pete",691718,642100,,foul,,,,,3.0,,R,L,L,SEA,CHC,S,,,2,2,2026,1.01,0.98,0.5856726775887036,3.039496749437865,,,608348.0,2,6,Top,,,,,,,-5.958058675732541,-140.06766414410532,-2.9270583648623023,14.633350079759303,31.220246351365233,-18.819436186496965,3.202452428,1.616190945,297.0,93.3,27.0,96.1,2322.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.32,,,,,,,,51,5,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shade,Standard,129.0,0.0,0.0,75.6,7.3,,,0.0,93.3,2,-2,0.82,0.18,31,24,31,24,1,3,2.0,2.0,3.0,1,1.48,1.01,1.01,31.2,23.682180434617703,-17.571067269967212,24.643917153680377,23.72260602987862,38.54225470847195
FF,2026-08-21,96.1,-2.91,5.0,"Crow-Armstrong, Pete",691718,676106,,foul,,,,,2.0,,R,L,R,SEA,CHC,S,,,1,2,2026,-1.17,0.58,0.1036720307807528,2.865627490286147,,,,0,1,Top,,,,,,,10.530237534648336,-139.7414180110328,-1.2576679717309007,-17.607719069617104,28.240627979380015,-24.471952979194626,3.202452428,1.616190945,178.0,80.7,16.0,96.1,2282.0,6.1,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.4,,,,,,,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,253.0,0.0,0.0,75.9,6.9,,,0.0,88.0,0,0,0.507,0.493,27,24,27,24,1,0,6.0,2.0,7.0,1,1.87,1.17,-1.17,7.4,14.321601473842255,-6.980535941285324,29.824782095516525,30.11814413280588,31.779355986182665
FF,2026-08-21,96.1,2.22,5.43,"Crow-Armstrong, Pete",691718,642100,,called_strike,,,,,4.0,,R,L,L,SEA,CHC,S,,,2,1,2026,0.84,1.08,-0.698541002843634,2.1535230220288355,,,608348.0,2,6,Top,,,,,,,-9.56911423362453,-139.60692658542368,-5.388099852622271,13.16087297313596,30.582165423319797,-16.927315812001446,3.202452428,1.616190945,,,,96.2,2280.0,6.4,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.11,,,,,,,,51,4,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shade,Standard,131.0,0.008,-0.07,,,,,0.07,,2,-2,0.812,0.188,31,24,31,24,1,3,2.0,2.0,3.0,1,1.39,0.84,0.84,31.6,,,,,
FF,2026-08-21,94.0,-3.05,4.89,"Crow-Armstrong, Pete",691718,676106,,foul,,,,,4.0,,R,L,R,SEA,CHC,S,,,1,1,2026,-1.17,0.56,-0.2817463099055781,2.465396740808377,,,,0,1,Top,,,,,,,9.675897045774612,-136.6956720605329,-1.6705311312671909,-16.723630897225288,28.53950144790937,-24.921777529856097,3.202452428,1.616190945,244.0,75.7,52.0,93.8,2278.0,6.1,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.38,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,253.0,0.006,-0.061,76.1,7.4,,,0.061,88.0,0,0,0.501,0.499,27,24,27,24,1,0,6.0,2.0,7.0,1,2.01,1.17,-1.17,8.5,11.980534878861894,-4.208435517894149,34.30563634023838,34.86466771496246,35.338951050897535
SI,2026-08-21,95.2,1.98,5.35,"Crow-Armstrong, Pete",691718,642100,,called_strike,,,,,4.0,,R,L,L,SEA,CHC,S,,,2,0,2026,1.52,0.47,-0.7516981911853757,2.3238487616861514,,,608348.0,2,6,Top,,,,,,,-10.50836680324956,-138.21693602311916,-3.145271374743785,21.78874418665329,30.21499617528021,-25.630703155473196,3.202452428,1.616190945,,,,95.0,2076.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.25,,,,,,,,51,3,Sinker,5,3,3,5,3,5,3,5,Infield shade,Standard,130.0,0.006,-0.049,,,,,0.049,,2,-2,0.806,0.194,31,24,31,24,1,3,2.0,2.0,3.0,1,2.05,1.52,1.52,25.9,,,,,
FF,2026-08-21,93.9,-3.02,4.87,"Crow-Armstrong, Pete",691718,676106,,called_strike,,,,,2.0,,R,L,R,SEA,CHC,S,,,1,0,2026,-1.09,0.55,0.1893878469563747,2.773844785117918,,,,0,1,Top,,,,,,,10.616238974980114,-136.37602077611788,-0.791849506269017,-15.7810587185472,27.58891785143688,-25.299152371285786,3.202452428,1.616190945,,,,93.9,2280.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.26,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,253.0,0.005,-0.056,,,,,0.056,,0,0,0.496,0.504,27,24,27,24,1,0,6.0,2.0,7.0,1,2.03,1.09,-1.09,5.2,,,,,
SI,2026-08-21,96.0,1.94,5.43,"Crow-Armstrong, Pete",691718,642100,,ball,,,,,13.0,,R,L,L,SEA,CHC,B,,,1,0,2026,1.46,0.56,-1.2006039930289307,1.3004143640938943,,,608348.0,2,6,Top,,,,,,,-11.513165865654113,-139.30161041067046,-6.37776601325727,21.52846386573083,29.385788086038943,-23.57797100658176,3.202452428,1.616190945,,,,95.9,2199.0,6.3,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.24,,,,,,,,51,2,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,131.0,-0.006,0.055,,,,,-0.055,,2,-2,0.812,0.188,31,24,31,24,1,3,2.0,2.0,3.0,1,1.91,1.46,1.46,28.9,,,,,
FF,2026-08-21,94.9,-3.08,4.9,"Crow-Armstrong, Pete",691718,676106,,ball,,,,,13.0,,R,L,R,SEA,CHC,B,,,0,0,2026,-1.34,0.42,-0.3966437150341628,1.1858522610535864,,,,0,1,Top,,,,,,,9.93146363778946,-137.81875871088505,-4.787410539925448,-19.27182308203748,28.49578860507223,-25.96689696689737,3.202452428,1.616190945,,,,94.8,2345.0,6.2,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.3,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,254.0,-0.004,0.043,,,,,-0.043,,0,0,0.5,0.5,27,24,27,24,1,0,6.0,2.0,7.0,1,2.11,1.34,-1.34,5.3,,,,,
SI,2026-08-21,95.7,1.98,5.48,"Crow-Armstrong, Pete",691718,642100,,ball,,,,,4.0,,R,L,L,SEA,CHC,B,,,0,0,2026,1.27,1.1,-0.8259072673037384,2.6741100125294137,,,608348.0,2,6,Top,,,,,,,-10.199786057387286,-138.94209868562194,-4.115448591939083,18.7734718460307,30.716619386620067,-17.115303389423712,3.202452428,1.616190945,,,,95.5,2111.0,6.3,823101,663728,647304,702284,680977,801126,668227,677594,686527,54.21,,,,,,,,51,1,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,132.0,-0.003,0.034,,,,,-0.034,,2,-2,0.815,0.185,31,24,31,24,1,3,2.0,2.0,3.0,1,1.39,1.27,1.27,31.6,,,,,
,2026-08-21,,,,"Crow-Armstrong, Pete",691718,660825,,automatic_ball,,,,,,,R,L,R,SEA,CHC,B,,,0,0,2026,,,,,663538.0,699393.0,,2,8,Top,,,,,,,,,,,,,,,,,,,,,823101,663728,647304,702284,680977,801126,668227,677594,686527,,,,,,,,,67,1,,5,4,4,5,4,5,4,5,,,,-0.003,,,,,,,,1,-1,0.719,0.281,30,24,31,24,1,4,2.0,2.0,2.0,1,,,,,,,,,
,2026-08-21,,,,"Crow-Armstrong, Pete",691718,660825,,automatic_ball,,,,,,,R,L,R,SEA,CHC,B,,,1,0,2026,,,,,663538.0,699393.0,,2,8,Top,,,,,,,,,,,,,,,,,,,,,823101,663728,647304,702284,680977,801126,668227,677594,686527,,,,,,,,,67,2,,5,4,4,5,4,5,4,5,,,,-0.007,,,,,,,,1,-1,0.716,0.284,30,24,31,24,1,4,2.0,2.0,2.0,1,,,,,,,,,
,2026-08-21,,,,"Crow-Armstrong, Pete",691718,660825,,automatic_ball,,,,,,,R,L,R,SEA,CHC,B,,,2,0,2026,,,,,663538.0,699393.0,,2,8,Top,,,,,,,,,,,,,,,,,,,,,823101,663728,647304,702284,680977,801126,668227,677594,686527,,,,,,,,,67,3,,5,4,4,5,4,5,4,5,,,,-0.01,,,,,,,,1,-1,0.709,0.291,30,24,31,24,1,4,2.0,2.0,2.0,1,,,,,,,,,
,2026-08-21,,,,"Crow-Armstrong, Pete",691718,660825,intent_walk,automatic_ball,,,,,,Eduard Bazardo intentionally walks Pete Crow-Armstrong.,R,L,R,SEA,CHC,B,,,3,0,2026,,,,,663538.0,699393.0,,2,8,Top,,,,,,,,,,,,,,,,,,,,,823101,663728,647304,702284,680977,801126,668227,677594,686527,,,,0.4,,0.0,0.0,,67,4,,5,4,4,5,4,5,4,5,,,,-0.013,,,,,,,,1,-1,0.699,0.301,30,24,31,24,1,4,2.0,2.0,2.0,1,,,,,,,,,
FF,2026-08-19,93.0,-0.9,6.13,"Crow-Armstrong, Pete",691718,664353,double_play,hit_into_play,,,,,11.0,"Pete Crow-Armstrong lines into a double play, right fielder Braden Montgomery to third baseman Miguel Vargas. Tyrone Taylor out at 3rd.",R,L,R,CHC,CWS,X,9.0,line_drive,0,1,2026,-0.69,1.33,-0.8822082478939517,2.725421575714093,,621438.0,,0,6,Bot,181.39,92.46,,,,,1.5451539280666782,-135.3466546101958,-5.644549595854324,-8.751436677064671,30.339227667590944,-14.776756237612997,3.202452428,1.616190945,298.0,93.0,21.0,91.9,2248.0,5.7,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.82,0.243,0.268,0.0,1.0,0.0,0.0,3.0,43,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,213.0,-0.166,-0.249,76.6,7.7,,0.397,0.249,93.0,-1,-1,0.493,0.493,31,24,31,24,2,2,5.0,1.0,5.0,2,1.31,0.69,-0.69,53.3,16.451570618096063,-6.662659061064882,25.59905656007679,44.93301647959756,38.07346247166406
CH,2026-08-19,82.9,-1.29,5.84,"Crow-Armstrong, Pete",691718,664353,,called_strike,,,,,5.0,,R,L,R,CHC,CWS,S,,,0,0,2026,-1.31,0.53,0.0409300064494626,2.5708768578875594,,621438.0,,0,6,Bot,,,,,,,5.57448199077884,-120.65985363602572,-1.900317618977707,-13.882391287717205,20.673910210221955,-26.84998102836282,3.202452428,1.616190945,,,,82.8,2181.0,6.0,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.54,,,,,,,,43,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,252.0,-0.011,-0.035,,,,,0.035,,-1,-1,0.504,0.504,31,24,31,24,2,2,5.0,1.0,5.0,2,2.76,1.31,-1.31,47.0,,,,,
CU,2026-08-19,80.3,-0.96,6.06,"Crow-Armstrong, Pete",691718,664353,strikeout,swinging_strike_blocked,,,,,13.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CHC,CWS,S,2.0,,0,2,2026,0.61,-1.27,-0.3513495651053215,0.0679036379280768,,,621438.0,1,3,Bot,,,,,,,0.142668311703023,-117.01633055717686,-3.836243122107155,5.614825248517656,21.656507031746152,-43.39614777856725,3.202452428,1.616190945,,,,79.7,2910.0,5.7,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.76,,0.0,0.0,1.0,0.0,0.0,,23,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,32.0,-0.019,-0.159,53.8,8.4,2.888481672,,0.159,,0,0,0.545,0.545,31,24,31,24,1,1,5.0,1.0,5.0,2,4.79,-0.61,0.61,50.6,18.95887228548566,-20.87246590875588,43.16240811647262,38.62721786327812,46.62690655967147
FF,2026-08-19,93.6,-0.7,6.22,"Crow-Armstrong, Pete",691718,664353,,foul,,,,,8.0,,R,L,R,CHC,CWS,S,,,0,1,2026,-0.9,1.21,0.1852447464012792,2.0110072574716407,,,621438.0,1,3,Bot,,,,,,,4.230779294601953,-136.07952612778735,-7.524330990326717,-12.133128869129411,30.31961787482047,-15.61821667819752,3.202452428,1.616190945,175.0,74.9,70.0,92.7,2286.0,5.8,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.68,,,,,,,,23,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,207.0,-0.008,-0.059,81.1,8.4,,,0.059,88.0,0,0,0.553,0.553,31,24,31,24,1,1,5.0,1.0,5.0,2,1.39,0.9,-0.9,52.7,26.543468972127226,-28.672028355442983,37.24943229835494,31.737761917821317,50.43032698769407
ST,2026-08-19,81.0,-1.77,5.69,"Crow-Armstrong, Pete",691718,664353,,called_strike,,,,,1.0,,R,L,R,CHC,CWS,S,,,0,0,2026,0.75,0.24,-0.7307448098448521,3.26910153463122,,,621438.0,1,3,Bot,,,,,,,0.8401977512611859,-118.02530422112726,0.8431123205101858,6.879142372849756,20.126415639167465,-30.26421494121177,3.202452428,1.616190945,,,,80.6,2587.0,5.7,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.78,,,,,,,,23,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,76.0,-0.005,-0.039,,,,,0.039,,0,0,0.558,0.558,31,24,31,24,1,1,5.0,1.0,5.0,2,3.2,-0.75,0.75,37.5,,,,,
FF,2026-08-19,96.8,2.49,5.92,"Crow-Armstrong, Pete",691718,656794,field_out,hit_into_play,,,,,11.0,Pete Crow-Armstrong flies out to center fielder Tristan Peters.,R,L,L,CHC,CWS,X,8.0,fly_ball,1,2,2026,1.3,1.19,-0.9949393205234588,3.3279215184554563,,,,0,1,Bot,112.53,76.77,,,,,-12.036758441741291,-140.520883070639,-3.90301932141455,19.927601229195027,29.83333595110723,-15.665272262126326,3.202452428,1.616190945,306.0,96.7,40.0,95.8,2371.0,5.7,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.8,0.086,0.166,0.0,1.0,0.0,0.0,3.0,4,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,132.0,-0.015,-0.186,69.2,7.1,,0.312,0.186,96.7,0,0,0.541,0.541,33,24,33,24,1,0,3.0,1.0,4.0,2,1.24,1.3,1.3,27.8,18.14779051968692,2.6846895702446303,23.442242755584424,46.065346344417726,31.202034243992717
FF,2026-08-19,97.1,2.47,6.03,"Crow-Armstrong, Pete",691718,656794,,foul,,,,,11.0,,R,L,L,CHC,CWS,S,,,1,2,2026,1.02,1.22,-0.454653347337562,3.6423801432001026,,,,0,1,Bot,,,,,,,-9.95101898784018,-140.9796999720852,-3.441201888463503,15.959822052774632,33.37025645040684,-15.31346781065326,3.202452428,1.616190945,242.0,82.8,61.0,95.6,2433.0,5.7,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.84,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,137.0,0.0,0.0,72.0,7.1,,,0.0,88.0,0,0,0.541,0.541,33,24,33,24,1,0,3.0,1.0,4.0,2,1.22,1.02,1.02,27.0,20.87555792960505,-3.9312272200661265,23.948015981283227,40.71340055076738,33.64677728366579
CU,2026-08-19,82.1,-0.2,5.94,"Crow-Armstrong, Pete",691718,691799,field_out,hit_into_play,,,,,9.0,Pete Crow-Armstrong pops out to first baseman Munetaka Murakami in foul territory.,R,L,R,CHC,CWS,X,3.0,popup,0,0,2026,0.06,-1.46,0.5082944290789287,2.0121528566453497,,,,1,9,Bot,160.14,174.11,,,,,1.476849569267045,-119.54110471201984,0.8579049904517939,0.3041957066862137,25.25578302187742,-46.49944762296901,3.202452428,1.616190945,107.0,95.6,64.0,82.8,2544.0,6.9,824640,668670,808959,805367,678246,695657,671976,686668,695731,53.56,0.014,0.014,0.0,1.0,0.0,0.0,3.0,68,1,Curveball,0,3,0,3,3,0,0,3,Infield shade,Standard,14.0,-0.013,-0.262,76.1,7.8,,0.019,0.262,95.6,-3,-3,0.018,0.018,24,24,24,24,1,3,1.0,1.0,2.0,2,4.87,-0.06,0.06,64.2,22.901455633029517,-24.74278203826101,33.87109060610875,29.712197751805164,53.488060079514966
SI,2026-08-19,96.2,2.62,5.69,"Crow-Armstrong, Pete",691718,656794,,foul,,,,,7.0,,R,L,L,CHC,CWS,S,,,1,1,2026,1.58,0.34,-0.4162319480797769,1.5251387607094418,,,,0,1,Bot,,,,,,,-11.426437613510393,-139.48320462444988,-5.855746122737391,23.21185313707787,33.25223839059524,-26.499659396756588,3.202452428,1.616190945,,,,94.7,2289.0,5.7,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.78,,,,,,,,4,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,129.0,-0.006,-0.061,75.1,7.6,,,0.061,,0,0,0.547,0.547,33,24,33,24,1,0,3.0,1.0,4.0,2,2.15,1.58,1.58,23.6,8.7241818561315,3.1633496210146723,35.762741366262155,39.12589784169782,33.205558092902976
SV,2026-08-19,84.3,2.98,5.56,"Crow-Armstrong, Pete",691718,656794,,ball,,,,,12.0,,R,L,L,CHC,CWS,B,,,0,1,2026,-1.83,-0.26,1.3825793029351194,3.827815439341296,,,,0,1,Bot,,,,,,,0.0412771744463014,-122.56308344304772,3.069969955242565,-18.258027984373307,27.916363226543776,-35.66180467253904,3.202452428,1.616190945,,,,82.6,2998.0,5.5,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.98,,,,,,,,4,2,Slurve,0,0,0,0,0,0,0,0,Standard,Standard,295.0,0.002,0.03,,,,,-0.03,,0,0,0.545,0.545,33,24,33,24,1,0,3.0,1.0,4.0,2,3.51,-1.83,-1.83,21.0,,,,,
SI,2026-08-19,95.2,2.68,5.62,"Crow-Armstrong, Pete",691718,656794,,called_strike,,,,,7.0,,R,L,L,CHC,CWS,S,,,0,0,2026,1.7,0.36,-0.4216714775862391,2.04917458646778,,,,0,1,Bot,,,,,,,-11.771955055704872,-138.06881685440396,-4.245960575873574,24.427509416706787,31.37983765659324,-26.74008941356047,3.202452428,1.616190945,,,,94.1,2224.0,5.9,824640,668670,808959,805367,678246,695657,803011,671976,695731,54.64,,,,,,,,4,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,121.0,-0.003,-0.042,,,,,0.042,,0,0,0.548,0.548,33,24,33,24,1,0,3.0,1.0,4.0,2,2.17,1.7,1.7,21.5,,,,,
FC,2026-08-18,92.5,-1.25,5.79,"Crow-Armstrong, Pete",691718,607200,field_out,hit_into_play,,,,,3.0,Pete Crow-Armstrong lines out to first baseman Munetaka Murakami.,R,L,R,CHC,CWS,X,3.0,line_drive,0,1,2026,0.1,0.69,0.8220086257969593,3.049098403688926,,,,1,5,Bot,157.38,165.36,,,,,5.0375323437975075,-134.73453734404308,-2.564712383589151,0.1272602780415755,28.593612214930697,-23.410480881544025,3.202452428,1.616190945,131.0,59.0,18.0,93.2,2250.0,6.6,824639,691011,808959,805367,678246,695657,803011,671976,695731,53.91,0.217,0.195,0.0,1.0,0.0,0.0,1.0,41,2,Cutter,2,3,2,3,3,2,2,3,Infield shade,Standard,212.0,-0.021,-0.221,77.8,6.7,,0.237,0.221,88.0,-1,-1,0.378,0.378,33,24,33,24,2,2,5.0,1.0,5.0,1,1.96,-0.1,0.1,36.1,13.983016040686232,-3.718095422580122,26.0106349818156,25.46654919056286,34.14473640640706
ST,2026-08-18,83.4,-1.5,5.81,"Crow-Armstrong, Pete",691718,607200,,called_strike,,,,,13.0,,R,L,R,CHC,CWS,S,,,0,0,2026,1.42,-0.38,-0.2306953618380982,1.4449247930065212,,,,1,5,Bot,,,,,,,0.0327559185041231,-121.42571801656096,-2.5354150613689015,13.96029854578066,25.947388273678776,-35.56918808200582,3.202452428,1.616190945,,,,83.2,2569.0,6.3,824639,691011,808959,805367,678246,695657,803011,671976,695731,54.15,,,,,,,,41,1,Sweeper,2,3,2,3,3,2,2,3,Infield shade,Standard,68.0,-0.004,-0.041,,,,,0.041,,-1,-1,0.382,0.382,33,24,33,24,2,2,5.0,1.0,5.0,1,3.67,-1.42,1.42,31.0,,,,,
