pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2026-06-15,83.2,-1.82,5.6,"Crow-Armstrong, Pete",691718,547179,,ball,,,,,11.0,,R,L,R,CHC,COL,B,,,0,1,2026,-0.01,-0.83,-1.70856466089327,2.8551577995926927,,,,1,5,Bot,,,,,,,0.2722799348093983,-121.17225801865692,1.919661946355072,-0.1138802196035878,21.732811581978925,-40.96736372852327,3.202452428,1.616190945,,,,83.0,2295.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.58,,,,,,,,38,2,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,28.0,0.001,0.032,,,,,-0.032,,1,1,0.685,0.685,34,24,34,24,3,2,5.0,1.0,6.0,1,4.1,0.01,-0.01,42.0,,,,,
SI,2026-06-15,92.3,-1.67,5.69,"Crow-Armstrong, Pete",691718,547179,,foul,,,,,13.0,,R,L,R,CHC,COL,S,,,0,0,2026,-1.45,0.57,-0.0686494800821029,1.469301199663979,,,,1,5,Bot,,,,,,,7.162106839345199,-134.13477580156908,-5.809512161852585,-19.09319830029742,31.80966906319992,-24.196932676838845,3.202452428,1.616190945,,,,91.1,2186.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.62,,,,,,,,38,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,224.0,-0.002,-0.041,79.6,7.7,,,0.041,,1,1,0.687,0.687,34,24,34,24,3,2,5.0,1.0,6.0,1,2.14,1.45,-1.45,36.7,8.738147632111255,1.2816301413911035,45.92312198722625,36.52382991188727,35.41270556694638
SI,2026-06-15,93.5,-1.87,5.63,"Crow-Armstrong, Pete",691718,547179,triple,hit_into_play,,,,,5.0,Pete Crow-Armstrong triples (4) on a fly ball to right fielder Tyler Freeman.,R,L,R,CHC,COL,X,9.0,fly_ball,2,2,2026,-1.27,0.64,0.0317930715826777,2.668098658143982,,,,0,3,Bot,174.89,50.8,,,,,7.607473041683518,-136.0535726464518,-3.1116603138770147,-17.433535970558868,29.32366027159144,-23.76125684352459,3.202452428,1.616190945,385.0,98.3,35.0,92.9,2345.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.62,0.234,0.456,1.6,1.0,1.0,2.0,5.0,22,5,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,230.0,0.083,1.009,75.3,7.3,,0.888,-1.009,98.3,1,1,0.666,0.666,34,24,34,24,2,1,5.0,1.0,6.0,1,1.97,1.27,-1.27,35.6,14.269427182642051,-5.656243736898537,34.99430988390646,35.54634890171342,36.00961208887652
CH,2026-06-15,83.9,-1.8,5.8,"Crow-Armstrong, Pete",691718,547179,,called_strike,,,,,2.0,,R,L,R,CHC,COL,S,,,2,1,2026,-1.14,0.88,0.1580612892824839,3.1062490484020167,,,,0,3,Bot,,,,,,,6.699214092623063,-122.03055721069614,-1.358016391787236,-12.749354384800226,25.793587307492967,-23.351990008399856,3.202452428,1.616190945,,,,82.9,2127.0,5.8,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.66,,,,,,,,22,4,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,237.0,-0.006,-0.078,,,,,0.078,,1,1,0.672,0.672,34,24,34,24,2,1,5.0,1.0,6.0,1,2.38,1.14,-1.14,38.7,,,,,
FC,2026-06-15,89.7,-1.78,5.76,"Crow-Armstrong, Pete",691718,547179,,ball,,,,,11.0,,R,L,R,CHC,COL,B,,,1,1,2026,0.01,0.79,-0.1647913668633078,4.048003100019663,,,,0,3,Bot,,,,,,,3.8876687689213183,-130.7486391853363,0.1265634226480224,-0.5935090546635006,25.200909604614655,-23.229713762118536,3.202452428,1.616190945,,,,89.3,2514.0,5.8,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.75,,,,,,,,22,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,203.0,0.004,0.063,,,,,-0.063,,1,1,0.668,0.668,34,24,34,24,2,1,5.0,1.0,6.0,1,2.01,-0.01,0.01,44.5,,,,,
CU,2026-06-15,81.5,-1.64,5.78,"Crow-Armstrong, Pete",691718,547179,,foul,,,,,4.0,,R,L,R,CHC,COL,S,,,1,0,2026,-0.14,-0.98,-0.8093538468518438,2.1543892177309227,,,,0,3,Bot,,,,,,,2.1160256676804705,-118.65692284829062,0.5354265313252369,-1.7677830806823327,22.415158070191534,-41.71070830750936,3.202452428,1.616190945,223.0,86.5,58.0,81.0,2436.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.6,,,,,,,,22,2,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,32.0,-0.004,-0.056,78.3,7.5,,,0.056,88.0,1,1,0.672,0.672,34,24,34,24,2,1,5.0,1.0,6.0,1,4.4,0.14,-0.14,40.8,18.998448060044545,12.331601359070564,34.594451203394115,45.157706895554405,36.04172795166202
CU,2026-06-15,82.0,-1.67,5.82,"Crow-Armstrong, Pete",691718,547179,,ball,,,,,11.0,,R,L,R,CHC,COL,B,,,0,0,2026,-0.03,-0.66,-0.9195682665484572,4.610390904768032,,,,0,3,Bot,,,,,,,1.7123026727417237,-119.30661301329792,5.148488526331749,-0.5792908776287202,21.73347312365324,-39.603183884396024,3.202452428,1.616190945,,,,81.3,2394.0,5.7,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.77,,,,,,,,22,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,31.0,0.003,0.043,,,,,-0.043,,1,1,0.669,0.669,34,24,34,24,2,1,5.0,1.0,6.0,1,4.03,0.03,-0.03,38.9,,,,,
SL,2026-06-15,86.5,-2.61,5.34,"Crow-Armstrong, Pete",691718,680767,sac_fly,hit_into_play,,,,,2.0,Pete Crow-Armstrong out on a sacrifice fly to right fielder Tyler Freeman. Matt Shaw scores.,R,L,R,CHC,COL,X,9.0,line_drive,2,2,2026,0.71,-0.87,0.0949985819181996,2.804705065112086,807713.0,624424.0,,1,8,Bot,200.79,107.61,,,,,4.926329981086936,-125.9286568795146,2.1496277291731887,6.700393601459693,23.98621682465801,-42.07908656664126,3.202452428,1.616190945,292.0,98.6,18.0,87.6,2605.0,6.8,824666,664954,681198,666397,650489,694249,687859,664983,671289,53.67,,0.393,0.0,1.0,0.0,0.0,4.0,72,5,Slider,2,4,2,4,4,3,3,4,Infield shade,Standard,44.0,-0.058,-0.12,79.6,7.0,,,0.12,98.6,-2,-2,0.325,0.325,26,24,27,24,1,4,28.0,1.0,1.0,1,3.9,-0.71,0.71,42.1,23.345999606177607,-5.7982020039155175,25.776646667256408,33.217369869052106,41.726298997087035
CH,2026-06-15,91.5,-2.62,5.09,"Crow-Armstrong, Pete",691718,680767,,foul,,,,,13.0,,R,L,R,CHC,COL,S,,,2,1,2026,-1.5,0.17,-0.906355941096527,2.1606721348511178,807713.0,624424.0,,1,8,Bot,,,,,,,7.619301055168807,-133.00971917611645,-1.6595216523725262,-19.421654009115265,29.555213375033503,-30.04900171016836,3.202452428,1.616190945,5.0,69.8,-23.0,92.1,1959.0,6.8,824666,664954,681198,666397,650489,694249,687859,664983,671289,53.74,,,,,,,,72,4,Changeup,2,4,2,4,4,2,2,4,Standard,Standard,244.0,-0.025,-0.11,73.1,8.6,,,0.11,88.0,-2,-2,0.35,0.35,26,24,27,24,1,4,28.0,1.0,1.0,1,2.57,1.5,-1.5,33.4,31.74466779936904,-22.929578771992393,31.65036948461992,44.85772939209072,51.604204428098846
FF,2026-06-15,97.5,-2.62,5.21,"Crow-Armstrong, Pete",691718,680767,,ball,,,,,11.0,,R,L,R,CHC,COL,B,,,1,1,2026,-0.74,1.19,-2.5334985433815964,4.54408406513477,,807713.0,624424.0,1,8,Bot,,,,,,,1.981607507268288,-142.00383845057883,1.0963751795443792,-10.446636604489685,34.196088345515946,-16.62445147395993,3.202452428,1.616190945,,,,98.2,2309.0,6.7,824666,664954,681198,666397,650489,694249,687859,664983,671289,53.76,,,,,,,,72,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,216.0,0.092,0.06,,,,,-0.06,,-2,-2,0.258,0.258,26,24,27,24,1,4,28.0,1.0,1.0,1,1.21,0.74,-0.74,39.8,,,,,
FF,2026-06-15,98.0,-2.54,5.5,"Crow-Armstrong, Pete",691718,680767,,ball,,,,,11.0,,R,L,R,CHC,COL,B,,,0,1,2026,-0.51,1.28,-2.4359554653445388,4.215281659524471,,807713.0,624424.0,1,8,Bot,,,,,,,1.4871347360167684,-142.72531621982262,-0.8274547658786131,-7.242932228903435,34.543980969915964,-14.808700475824244,3.202452428,1.616190945,,,,98.4,2344.0,6.6,824666,664954,681198,666397,650489,694249,687859,664983,671289,53.9,,,,,,,,72,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,213.0,0.01,0.028,,,,,-0.028,,-2,-2,0.248,0.248,26,24,27,24,1,4,28.0,1.0,1.0,1,1.1,0.51,-0.51,43.3,,,,,
FF,2026-06-15,98.9,-2.14,5.37,"Crow-Armstrong, Pete",691718,680767,,foul,,,,,6.0,,R,L,R,CHC,COL,S,,,0,0,2026,-0.44,0.99,0.730860952356229,2.391896927320805,,807713.0,624424.0,1,8,Bot,,,,,,,8.867693945952977,-143.75310311912207,-4.902802195676574,-8.161711860815789,32.41716011690203,-17.457678809315578,3.202452428,1.616190945,65.0,105.6,1.0,100.0,2153.0,6.9,824666,664954,681198,666397,650489,694249,687859,664983,671289,53.59,,,,,,,,72,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,216.0,-0.015,-0.042,81.4,7.5,,,0.042,105.6,-2,-2,0.263,0.263,26,24,27,24,1,4,28.0,1.0,1.0,1,1.34,0.44,-0.44,44.2,25.94401094549052,-15.604423438642716,31.097207913569427,25.13803753079644,45.08945199558008
FC,2026-06-15,90.3,-1.92,5.68,"Crow-Armstrong, Pete",691718,547179,home_run,hit_into_play,,,,,8.0,Pete Crow-Armstrong homers (13) on a fly ball to center field.,R,L,R,CHC,COL,X,,fly_ball,2,1,2026,-0.17,0.69,0.0856009718095276,1.7227074372707498,,,,0,1,Bot,165.59,27.4,,,,,5.242497539177348,-131.4531091268108,-5.170955085408326,-3.0341300135738187,26.194004946778353,-23.23998230978841,3.202452428,1.616190945,434.0,106.0,28.0,89.8,2563.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.65,1.0,2.0,2.0,1.0,0.0,3.0,6.0,5,4,Cutter,0,0,0,0,0,1,1,0,Standard,Standard,219.0,0.094,1.063,76.6,7.7,,4.0,-1.063,106.0,0,0,0.551,0.551,34,24,34,24,1,0,5.0,1.0,6.0,1,2.09,0.17,-0.17,38.9,8.117380716048737,-1.3604991440747178,43.21360079324005,35.340299972120164,36.685102408727886
CH,2026-06-15,83.2,-1.72,5.72,"Crow-Armstrong, Pete",691718,547179,,ball,,,,,13.0,,R,L,R,CHC,COL,B,,,1,1,2026,-1.35,0.46,-0.5476519637774391,0.716435026359663,,,,0,1,Bot,,,,,,,5.293712440298039,-120.96404759389684,-5.654769322758422,-14.260508376722225,23.274806016347828,-26.71010083619213,3.202452428,1.616190945,,,,82.6,2080.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.6,,,,,,,,5,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,241.0,0.004,0.063,,,,,-0.063,,0,0,0.547,0.547,34,24,34,24,1,0,5.0,1.0,6.0,1,2.83,1.35,-1.35,37.1,,,,,
SI,2026-06-15,92.0,3.06,5.04,"Crow-Armstrong, Pete",691718,657514,single,hit_into_play,,,,,5.0,Pete Crow-Armstrong singles on a line drive to right fielder Tyler Freeman.,R,L,L,CHC,COL,X,9.0,line_drive,1,1,2026,1.28,0.18,0.1439521286736775,2.188603748351751,,,,0,7,Bot,163.95,93.47,,,,,-10.02644291098313,-133.6308529389263,-1.5725818598719288,17.540433192364112,28.70706749544948,-29.86233887647617,3.202452428,1.616190945,211.0,99.6,13.0,91.1,2168.0,5.8,824666,664954,681198,666397,650489,694249,687859,664983,671289,54.67,0.926,0.889,0.9,1.0,1.0,0.0,4.0,57,3,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,127.0,0.029,0.457,74.4,7.2,,1.122,-0.457,99.6,1,1,0.788,0.788,34,24,34,24,1,3,3.0,1.0,1.0,1,2.52,1.28,1.28,16.2,11.560396940374078,0.9645993451111584,36.60576226967074,32.5960869910358,33.72659349571496
SI,2026-06-15,91.6,3.18,5.07,"Crow-Armstrong, Pete",691718,657514,,foul,,,,,8.0,,R,L,L,CHC,COL,S,,,1,0,2026,1.3,0.19,0.1561409800860906,2.007189164651883,,,,0,7,Bot,,,,,,,-10.256692854200912,-132.93932365040834,-2.0055046247090607,17.623198271018264,29.346327019718604,-29.7328397075165,3.202452428,1.616190945,4.0,83.2,-25.0,90.4,2202.0,5.8,824666,664954,681198,666397,650489,694249,687859,664983,671289,54.7,,,,,,,,57,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,125.0,-0.004,-0.056,84.4,8.0,,,0.056,88.0,1,1,0.792,0.792,34,24,34,24,1,3,3.0,1.0,1.0,1,2.55,1.3,1.3,15.4,23.581424543545317,-16.02793643393382,35.451794438146095,31.223097517529837,43.06408459267492
SI,2026-06-15,92.4,-1.75,5.68,"Crow-Armstrong, Pete",691718,547179,,called_strike,,,,,8.0,,R,L,R,CHC,COL,S,,,1,0,2026,-1.34,0.6,0.1513442150626474,1.8923115575953655,,,,0,1,Bot,,,,,,,7.69119948670891,-134.38992505523325,-4.925758461262992,-17.888331658963367,27.2208282694858,-24.062671309290508,3.202452428,1.616190945,,,,92.0,2333.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.57,,,,,,,,5,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,228.0,-0.004,-0.056,,,,,0.056,,0,0,0.551,0.551,34,24,34,24,1,0,5.0,1.0,6.0,1,2.06,1.34,-1.34,34.4,,,,,
CU,2026-06-15,77.1,3.47,4.83,"Crow-Armstrong, Pete",691718,657514,,ball,,,,,11.0,,R,L,L,CHC,COL,B,,,0,0,2026,-1.33,0.21,-1.4661860644392006,2.42234497470841,,,,0,7,Bot,,,,,,,-7.780549707739786,-112.05521404535966,1.6876451212035577,-9.601426793776168,22.116893533173,-31.006087466428816,3.202452428,1.616190945,,,,75.7,2695.0,5.6,824666,664954,681198,666397,650489,694249,687859,664983,671289,54.93,,,,,,,,57,1,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,301.0,0.003,0.043,,,,,-0.043,,1,1,0.789,0.789,34,24,34,24,1,3,3.0,1.0,1.0,1,3.66,-1.33,-1.33,8.3,,,,,
FF,2026-06-15,93.3,-1.85,5.56,"Crow-Armstrong, Pete",691718,547179,,ball,,,,,14.0,,R,L,R,CHC,COL,B,,,0,0,2026,-0.8,1.2,1.1266576039156648,2.334029876405485,,,,0,1,Bot,,,,,,,9.25186145285978,-135.5586075979881,-4.985453008207121,-11.784055335266007,28.06464896450599,-16.453341837398238,3.202452428,1.616190945,,,,92.7,2365.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.61,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230.0,0.003,0.043,,,,,-0.043,,0,0,0.548,0.548,34,24,34,24,1,0,5.0,1.0,6.0,1,1.42,0.8,-0.8,34.6,,,,,
SI,2026-06-14,92.9,-1.8,4.9,"Crow-Armstrong, Pete",691718,657277,field_out,hit_into_play,,,,,5.0,Pete Crow-Armstrong lines out sharply to second baseman Luis Arraez.,R,L,R,SF,CHC,X,4.0,line_drive,1,0,2026,-1.16,0.22,-0.0953186855984826,2.46331341326467,,,621020.0,1,8,Top,148.59,145.96,,,,,6.966902607166256,-135.27273704427012,-0.8354376302292562,-15.650785432898056,26.0771493300708,-29.47472679801853,3.202452428,1.616190945,149.0,103.9,9.0,94.3,2914.0,6.8,823212,691740,669477,650333,656305,642715,687551,813841,808982,53.67,0.771,0.738,0.0,1.0,0.0,0.0,4.0,59,2,Sinker,4,0,0,4,0,4,0,4,Infield shade,Standard,246.0,0.019,-0.297,76.5,7.1,,0.92,0.297,103.9,4,-4,0.96,0.04,29,24,30,24,4,3,6.0,1.0,7.0,1,2.39,1.16,-1.16,19.7,14.562154418283502,0.6875686668301425,31.467733012711744,36.44082625380414,38.655978611933214
SI,2026-06-14,93.2,-1.72,4.89,"Crow-Armstrong, Pete",691718,657277,,ball,,,,,14.0,,R,L,R,SF,CHC,B,,,0,0,2026,-1.21,0.21,0.6926750557590897,0.8735242304807054,,,621020.0,1,8,Top,,,,,,,8.902040583963284,-135.60567408134963,-4.924877101552944,-16.788454438530557,24.856270562435785,-28.807637266269857,3.202452428,1.616190945,,,,94.7,2021.0,6.8,823212,691740,669477,650333,656305,642715,687551,813841,808982,53.7,,,,,,,,59,1,Sinker,4,0,0,4,0,4,0,4,Infield shade,Standard,249.0,-0.003,0.036,,,,,-0.036,,4,-4,0.963,0.037,29,24,30,24,4,3,6.0,1.0,7.0,1,2.38,1.21,-1.21,20.8,,,,,
SI,2026-06-14,92.2,-1.68,5.06,"Crow-Armstrong, Pete",691718,657277,single,hit_into_play,,,,,9.0,Pete Crow-Armstrong singles on a fly ball to left fielder Casey Schmitt.,R,L,R,SF,CHC,X,7.0,fly_ball,0,0,2026,-1.13,0.28,0.349412925926305,1.6636607722770034,,,,0,6,Top,70.64,133.91,,,,,7.657055773887572,-134.24905495872727,-3.3520284261342397,-15.262635400683427,24.29797947007999,-28.28410320075932,3.202452428,1.616190945,184.0,63.1,38.0,93.7,1993.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.7,0.409,0.368,0.9,1.0,1.0,0.0,4.0,43,1,Sinker,3,0,0,3,0,3,0,3,Infield shade,Standard,243.0,-0.043,0.445,77.8,7.1,,0.419,-0.445,88.0,3,-3,0.863,0.137,29,24,30,24,3,2,6.0,1.0,7.0,1,2.36,1.13,-1.13,20.6,0.4763098226073866,-0.5904003232504933,48.78223509923351,30.42257032488376,34.85637592955819
FF,2026-06-14,92.6,-1.68,5.03,"Crow-Armstrong, Pete",691718,657277,single,hit_into_play,,,,,5.0,Pete Crow-Armstrong singles on a ground ball to right fielder Jung Hoo Lee.,R,L,R,SF,CHC,X,9.0,ground_ball,3,2,2026,-0.53,0.84,-0.2081452619317528,2.693959257303331,,,,2,3,Top,200.89,138.74,,,,,4.9354687374407655,-134.99161847292874,-1.977526072535273,-7.430401218277181,25.54025429329104,-21.561871751413868,3.202452428,1.616190945,128.0,102.6,7.0,94.3,2094.0,6.9,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.59,0.637,0.591,0.9,1.0,1.0,0.0,4.0,16,9,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,230.0,-0.011,0.288,77.8,7.5,,0.716,-0.288,102.6,0,0,0.541,0.459,29,24,30,24,2,1,6.0,1.0,7.0,1,1.78,0.53,-0.53,22.2,23.80218072616881,-9.9199912359516,29.570406358196077,36.681083181059655,43.22188282498132
CH,2026-06-14,86.2,-2.01,4.72,"Crow-Armstrong, Pete",691718,657277,,foul,,,,,14.0,,R,L,R,SF,CHC,S,,,3,2,2026,-0.65,-0.44,0.4788230285611804,0.4941836423705239,,,,2,3,Top,,,,,,,7.266671394928415,-125.46891359084088,-2.7397333632748433,-8.221846028413568,22.90363669958447,-36.529918292284414,3.202452428,1.616190945,,,,87.6,1460.0,6.9,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.56,,,,,,,,16,8,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,280.0,0.0,0.0,77.1,8.3,,,0.0,,0,0,0.541,0.459,29,24,30,24,2,1,6.0,1.0,7.0,1,3.48,0.65,-0.65,16.0,22.84557933515626,-9.303704155302055,46.36133331351412,29.203447749276883,43.810187052568665
FF,2026-06-14,93.1,-1.84,5.1,"Crow-Armstrong, Pete",691718,657277,,ball,,,,,13.0,,R,L,R,SF,CHC,B,,,2,2,2026,-0.73,0.86,-1.0539884111682465,2.0078466852405388,,,,2,3,Top,,,,,,,3.649775587960052,-135.66092452135396,-3.995511465771645,-9.788959834452998,26.011862674139056,-20.832096285691737,3.202452428,1.616190945,,,,94.3,2070.0,6.7,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.84,,,,,,,,16,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,239.0,-0.004,0.081,,,,,-0.081,,0,0,0.545,0.455,29,24,30,24,2,1,6.0,1.0,7.0,1,1.73,0.73,-0.73,27.1,,,,,
CH,2026-06-14,86.3,-2.03,4.76,"Crow-Armstrong, Pete",691718,657277,,ball,,,,,13.0,,R,L,R,SF,CHC,B,,,1,2,2026,-0.77,-0.37,-1.132190330511585,1.4102980294539345,,,,2,3,Top,,,,,,,3.7526732219939745,-125.79370593051205,-0.8571670954874251,-8.901742826870876,22.07104352256715,-36.17658172325691,3.202452428,1.616190945,,,,87.8,1391.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.66,,,,,,,,16,6,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,277.0,-0.002,0.042,,,,,-0.042,,0,0,0.547,0.453,29,24,30,24,2,1,6.0,1.0,7.0,1,3.39,0.77,-0.77,17.5,,,,,
CH,2026-06-14,86.0,-2.02,4.72,"Crow-Armstrong, Pete",691718,657277,,foul,,,,,14.0,,R,L,R,SF,CHC,S,,,1,2,2026,-0.87,-0.68,0.4988162685691374,0.6058693133104769,,,,2,3,Top,,,,,,,7.768202921995412,-125.1833884212606,-1.9424847803179224,-10.59814240377749,22.38725482021125,-39.217041092218125,3.202452428,1.616190945,,,,87.2,1626.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.71,,,,,,,,16,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,280.0,0.0,0.0,72.6,8.5,,,0.0,,0,0,0.547,0.453,29,24,30,24,2,1,6.0,1.0,7.0,1,3.73,0.87,-0.87,20.1,30.501163636296944,-12.20566367993276,44.44609407619931,28.703729194096372,46.46046279228892
CH,2026-06-14,85.7,-2.13,4.79,"Crow-Armstrong, Pete",691718,657277,,ball,,,,,13.0,,R,L,R,SF,CHC,B,,,0,2,2026,-0.87,-0.59,-1.2207864498167358,0.9121431689423364,,,,2,3,Top,,,,,,,3.9664711122010265,-124.8575542072502,-1.5529193462049258,-9.90787546223091,21.455473669108276,-38.35586426302315,3.202452428,1.616190945,,,,87.2,1450.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.65,,,,,,,,16,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,274.0,-0.001,0.026,,,,,-0.026,,0,0,0.548,0.452,29,24,30,24,2,1,6.0,1.0,7.0,1,3.65,0.87,-0.87,17.6,,,,,
CH,2026-06-14,87.2,-1.93,4.79,"Crow-Armstrong, Pete",691718,657277,,foul,,,,,14.0,,R,L,R,SF,CHC,S,,,0,2,2026,-0.84,-0.43,0.6470245778048146,0.9567628191482548,,,,2,3,Top,,,,,,,7.937520457433205,-126.89039106833312,-1.9526190241358496,-10.614894494440296,24.736063209390583,-36.68010068153724,3.202452428,1.616190945,5.0,104.2,-13.0,88.3,1519.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.66,,,,,,,,16,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,275.0,0.0,0.0,79.1,8.2,,,0.0,104.2,0,0,0.548,0.452,29,24,30,24,2,1,6.0,1.0,7.0,1,3.42,0.84,-0.84,16.4,28.70999077976815,-12.668861466871704,44.964359391023635,27.16200105945247,47.97128781044829
FC,2026-06-14,90.9,-1.79,4.97,"Crow-Armstrong, Pete",691718,657277,,foul,,,,,9.0,,R,L,R,SF,CHC,S,,,0,1,2026,-0.21,0.43,0.5850640592537907,1.7879228662686129,,,,2,3,Top,,,,,,,6.404454362907378,-132.3175927200822,-2.830762740172899,-3.824084456490608,27.211865368047448,-26.77593427646516,3.202452428,1.616190945,11.0,94.0,-10.0,92.0,2428.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.68,,,,,,,,16,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,256.0,0.003,-0.062,78.2,8.1,,,0.062,94.0,0,0,0.545,0.455,29,24,30,24,2,1,6.0,1.0,7.0,1,2.32,0.21,-0.21,21.6,29.00974324125285,-11.39107140687303,40.20485755505029,28.60716405290037,46.047049696115906
FF,2026-06-14,92.3,-1.74,5.08,"Crow-Armstrong, Pete",691718,657277,,foul,,,,,4.0,,R,L,R,SF,CHC,S,,,0,0,2026,-0.73,0.77,-0.6669583319120429,2.56976222342007,,,,2,3,Top,,,,,,,4.348454829482038,-134.42999225932016,-2.1639848537541564,-9.761302622218173,26.15240302174993,-22.520385091961423,3.202452428,1.616190945,180.0,79.0,64.0,93.7,2076.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.67,,,,,,,,16,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,236.0,0.002,-0.044,77.1,7.4,,,0.044,88.0,0,0,0.543,0.457,29,24,30,24,2,1,6.0,1.0,7.0,1,1.88,0.73,-0.73,23.0,11.75459314860641,5.18802623756995,35.25851697196787,41.114328665040475,33.876610245380974
FF,2026-06-14,94.0,-1.74,5.12,"Crow-Armstrong, Pete",691718,657277,strikeout,swinging_strike,,,,,1.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,SF,CHC,S,2.0,,3,2,2026,-0.54,0.77,-0.5319562227717051,2.8776611246905692,,,,0,1,Top,,,,,,,4.364788662312414,-137.03342808093478,-1.7853904612920233,-7.694813093668103,24.140096229957347,-22.19838197561291,3.202452428,1.616190945,,,,95.8,2083.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.75,,0.0,0.0,1.0,0.0,0.0,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,237.0,0.027,-0.346,73.2,6.5,0.388571448,,0.346,,0,0,0.495,0.505,29,24,30,24,1,0,6.0,1.0,7.0,1,1.76,0.54,-0.54,26.0,5.226295767691966,18.067942565809467,33.477170731554025,40.46140931078375,20.929647237448684
