pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,is_hit,is_home_run,is_walk,is_strikeout,is_stolen_base,at_bat,home_away
KC,2026-05-15,81.4,-2.18,6.17,"Crow-Armstrong, Pete",691718,680732,strikeout,swinging_strike,,,,,13.0,Pete Crow-Armstrong strikes out swinging. Pete Crow-Armstrong to 1st. Wild pitch by pitcher Sean Burke.,R,L,R,CWS,CHC,S,,,2,2,2026,0.45,-1.13,-0.6551148918844825,-0.0936970885336738,,,,2,2,Top,,,,,,,2.5296428603159575,-118.5657576696458,-5.021077696686224,3.8012883884392856,21.590514044171456,-42.18377915729626,3.202452428,1.616190945,,,,82.4,2458.0,6.8,824601,691011,808959,805367,678246,695657,803011,671976,672284,53.72,,0.0,0.7,1.0,0.0,0.0,,11,6,Knuckle Curve,0,1,1,0,1,0,1,0,Infield shade,Standard,27.0,-0.012,0.414,75.0,8.2,5.044064544,,-0.414,,-1,1,0.434,0.566,26,24,27,24,1,0,7.0,1.0,5.0,1,4.55,-0.45,0.45,41.2,21.371710825387535,-11.849863173138678,44.75500952008761,39.923042327843206,45.16671845186019,0,0,0,1,0,1,away
FF,2026-05-15,99.2,-0.52,6.02,"Crow-Armstrong, Pete",691718,691799,strikeout,swinging_strike,,,,,12.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CWS,CHC,S,2.0,,2,2,2026,-0.38,1.46,0.1223611244087911,3.558610545253587,,,,0,6,Top,,,,,,,2.685656519215515,-144.30946245795104,-4.636186586319347,-5.898722197922122,36.19001750585671,-10.917411612857553,3.202452428,1.616190945,,,,100.4,2382.0,7.2,824601,691011,808959,805367,678246,695657,803011,671976,672284,53.35,,0.0,0.0,1.0,0.0,0.0,,47,6,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shade,Standard,194.0,0.021,-0.232,39.8,4.0,3.277787796,,0.232,,-1,1,0.344,0.656,24,24,24,24,1,2,3.0,1.0,2.0,1,0.87,0.38,-0.38,58.4,-19.27659254198371,57.93613360610665,44.83129969928546,30.04880192162861,5.939416520679523,0,0,0,1,0,1,away
SL,2026-05-15,88.7,2.02,5.76,"Crow-Armstrong, Pete",691718,805326,field_out,hit_into_play,,,,,7.0,Pete Crow-Armstrong lines out sharply to center fielder Tristan Peters.,R,L,L,CWS,CHC,X,8.0,line_drive,2,1,2026,-0.4,0.36,-0.4214358637971045,1.771716077251186,807713.0,608348.0,,2,8,Top,134.06,46.11,,,,,-5.065036770647376,-129.2163760460263,-4.325280991302785,-3.5928228849767843,24.452728450034332,-27.431291066989147,3.202452428,1.616190945,378.0,105.0,21.0,89.6,2384.0,6.6,824601,691011,808959,805367,678246,695657,803011,671976,672284,53.94,0.72,1.077,0.0,1.0,0.0,0.0,6.0,74,4,Slider,4,10,10,4,10,4,10,4,Infield shade,Standard,167.0,0.002,-0.265,,,,1.864,0.265,105.0,-6,6,0.008,0.992,25,24,26,24,1,4,3.0,1.0,46.0,1,2.5,-0.4,-0.4,43.8,,,,,,0,0,0,0,0,1,away
FF,2026-05-16,96.3,-1.89,5.79,"Crow-Armstrong, Pete",691718,663436,strikeout,called_strike,,,,,1.0,Pete Crow-Armstrong called out on strikes.,R,L,R,CWS,CHC,S,2.0,,0,2,2026,-0.28,1.03,-0.7746391179853211,3.303465390953132,,,,2,5,Top,,,,,,,3.5725005275576613,-140.31708500432063,-3.2905809257140204,-4.450776328517417,28.91367623765876,-18.007003260516967,3.202452428,1.616190945,,,,96.9,2442.0,6.4,824600,691011,808959,805367,678246,695657,803011,671976,672284,54.13,,0.0,0.0,1.0,0.0,0.0,,35,3,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Standard,216.0,0.002,-0.154,,,,,0.154,,5,-5,0.958,0.042,29,24,29,24,2,1,6.0,1.0,6.0,1,1.41,0.28,-0.28,34.7,,,,,,0,0,0,1,0,1,away
FF,2026-05-16,94.6,-1.98,5.9,"Crow-Armstrong, Pete",691718,663436,field_out,hit_into_play,,,,,8.0,Pete Crow-Armstrong flies out to center fielder Tristan Peters.,R,L,R,CWS,CHC,X,8.0,fly_ball,0,0,2026,-0.27,1.19,-0.0171766487716322,2.062669446999404,,,,1,3,Top,114.24,60.11,,,,,5.658395943736943,-137.7170773695499,-6.856722891682592,-4.570483950882271,27.865537521164217,-15.73087853325274,3.202452428,1.616190945,345.0,92.6,32.0,95.1,2438.0,6.3,824600,691011,808959,805367,678246,695657,803011,671976,672284,54.17,0.097,0.178,0.0,1.0,0.0,0.0,3.0,17,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,216.0,0.015,-0.262,76.7,7.2,,0.322,0.262,92.6,3,-3,0.816,0.184,29,24,29,24,1,0,6.0,1.0,6.0,1,1.34,0.27,-0.27,35.9,8.405272072787309,3.198003612534289,40.26027712502706,30.436133696714936,34.95441039396364,0,0,0,0,0,1,away
FF,2026-05-16,92.8,-2.14,6.39,"Crow-Armstrong, Pete",691718,670950,home_run,hit_into_play,,,,,3.0,Pete Crow-Armstrong homers (5) on a fly ball to right field. Michael Conforto scores.,R,L,R,CWS,CHC,X,,fly_ball,0,1,2026,-0.3,1.56,0.4638488028651007,2.8508742808224103,,624424.0,,1,9,Top,225.23,80.72,,,,,7.26923841673199,-134.93408843820987,-6.581308077209059,-5.114146124049155,26.48956763491307,-11.787330208424777,3.202452428,1.616190945,380.0,100.4,35.0,93.4,2227.0,6.5,824600,691011,808959,805367,678246,695657,803011,671976,672284,54.01,0.351,0.688,2.0,1.0,0.0,3.0,5.0,68,2,4-Seam Fastball,8,1,1,8,3,8,3,8,Infield shade,Standard,202.0,-0.001,1.335,76.1,6.9,,1.329,-1.335,100.4,7,-7,0.999,0.001,33,24,33,24,1,3,1.0,1.0,2.0,1,1.07,0.3,-0.3,55.1,17.481720495323202,-10.375181899264964,30.451739332408128,26.668431219415716,37.43950781180388,1,1,0,0,0,1,away
SI,2026-05-16,88.1,4.35,4.88,"Crow-Armstrong, Pete",691718,685126,walk,ball,,,,,12.0,Pete Crow-Armstrong walks. Matt Shaw to 2nd.,R,L,L,CWS,CHC,B,,,3,2,2026,1.29,0.77,1.4300798487329347,2.5473744629296986,,,807713.0,1,7,Top,,,,,,,-9.829034918783965,-128.01516771958322,-1.0118170725914677,16.132613949311907,25.282853245561064,-23.68667150993856,3.202452428,1.616190945,,,,89.2,2052.0,7.0,824600,691011,808959,805367,678246,695657,803011,671976,672284,53.54,,0.698334,0.7,1.0,0.0,0.0,,53,6,Sinker,8,1,1,8,1,8,1,8,,,142.0,-0.005,0.264,,,,,-0.264,,7,-7,0.99,0.01,28,24,28,24,1,2,32.0,1.0,2.0,1,2.17,1.29,1.29,28.5,,,,,,0,0,1,0,0,0,away
ST,2026-05-17,81.7,-1.64,5.81,"Crow-Armstrong, Pete",691718,607200,field_out,hit_into_play,,,,,14.0,Pete Crow-Armstrong lines out to right fielder Derek Hill.,R,L,R,CWS,CHC,X,9.0,line_drive,3,2,2026,2.23,-0.05,0.0629748307188233,1.389376996630077,624424.0,608348.0,,2,3,Top,179.91,84.74,,,,,-0.5940026584885136,-118.95932717860636,-3.0082586103899587,21.135041593564527,24.646928215823785,-32.25751722943864,3.202452428,1.616190945,313.0,94.3,20.0,81.8,2628.0,6.5,824599,700337,808959,805367,678246,695657,803011,671976,656537,54.01,0.303,0.342,0.0,1.0,0.0,0.0,4.0,25,7,Sweeper,1,3,3,1,3,1,3,1,Infield shade,Standard,107.0,0.048,-0.268,76.9,7.7,,0.516,0.268,94.3,-2,2,0.28,0.72,33,24,33,24,2,1,5.0,1.0,6.0,1,3.48,-2.23,2.23,33.1,15.00350834124352,4.23331715055532,42.353720481807606,31.73309675577834,34.98557875369623,0,0,0,0,0,1,away
FS,2026-05-17,86.6,-1.5,5.68,"Crow-Armstrong, Pete",691718,622554,field_out,hit_into_play,,,,,9.0,Pete Crow-Armstrong lines out to second baseman Chase Meidroth.,R,L,R,CWS,CHC,X,4.0,line_drive,1,2,2026,-0.54,-0.07,0.3218585976694392,1.8574139273992205,,,,2,9,Top,154.5,146.36,,,,,5.457449738899778,-126.16972122341642,-2.695048696893452,-6.755643469510568,20.67564066557336,-32.643188224146904,3.202452428,1.616190945,154.0,80.6,13.0,88.1,1022.0,6.7,824599,700337,808959,805367,678246,695657,671976,682668,656537,53.76,0.569,0.527,0.0,1.0,0.0,0.0,4.0,80,4,Split-Finger,7,7,7,7,7,7,7,7,Infield shade,Standard,260.0,0.024,-0.18,75.9,7.2,,0.642,0.18,88.0,0,0,0.615,0.385,31,24,32,24,1,4,4.0,1.0,7.0,1,3.05,0.54,-0.54,35.0,8.54297301732169,2.2039190379992815,40.61035476193892,30.016095892600532,35.26037906284441,0,0,0,0,0,1,away
SI,2026-05-17,93.6,2.55,5.76,"Crow-Armstrong, Pete",691718,656794,hit_by_pitch,hit_by_pitch,,,,,12.0,Pete Crow-Armstrong hit by pitch. Michael Conforto to 2nd.,R,L,L,CWS,CHC,B,,,0,0,2026,1.42,0.6,1.7617438047697316,2.8841576502964275,,,624424.0,2,5,Top,,,,,,,-5.16150736012723,-136.4069702147288,-2.9290816147863135,18.849398910670523,25.26516927693996,-24.21375412198021,3.202452428,1.616190945,,,,93.9,2350.0,6.0,824599,700337,808959,805367,678246,695657,803011,671976,656537,54.48,,0.729295,0.7,1.0,0.0,0.0,,42,1,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,129.0,-0.016,0.266,,,,,-0.266,,-2,2,0.27,0.73,33,24,33,24,1,2,3.0,1.0,3.0,1,1.96,1.42,1.42,24.8,,,,,,0,0,0,0,0,0,away
FF,2026-05-17,90.6,3.18,5.15,"Crow-Armstrong, Pete",691718,663542,hit_by_pitch,hit_by_pitch,,,,,12.0,Pete Crow-Armstrong hit by pitch. Matt Shaw to 2nd.,R,L,L,CWS,CHC,B,,,0,0,2026,1.08,0.98,1.4845718848432383,3.0306590819535217,,,807713.0,0,8,Top,,,,,,,-6.640641377650006,-131.94717644748803,-1.4405108283998496,13.952835181381936,23.06890575562391,-20.443722978955687,3.202452428,1.616190945,,,,93.0,2218.0,7.2,824599,700337,808959,805367,678246,695657,671976,682668,656537,53.26,,0.729295,0.7,1.0,0.0,0.0,,65,1,4-Seam Fastball,4,4,4,4,4,4,4,4,Infield shade,Standard,124.0,-0.096,0.422,,,,,-0.422,,0,0,0.432,0.568,29,24,29,24,1,3,2.0,1.0,2.0,1,1.75,1.08,1.08,16.4,,,,,,0,0,0,0,0,0,away
ST,2026-05-17,82.0,-1.8,5.78,"Crow-Armstrong, Pete",691718,607200,field_out,hit_into_play,,,,,14.0,Pete Crow-Armstrong flies out to right fielder Derek Hill.,R,L,R,CWS,CHC,X,9.0,fly_ball,0,0,2026,0.99,0.28,0.2382593998099763,0.7886508800887797,,,,0,2,Top,162.15,118.54,,,,,2.597118460257959,-119.53931658401798,-5.122067436046386,9.175216411465229,20.22000147407744,-28.818741560374676,3.202452428,1.616190945,220.0,74.0,46.0,82.6,2624.0,6.3,824599,700337,808959,805367,678246,695657,803011,671976,656537,54.19,0.166,0.16,0.0,1.0,0.0,0.0,3.0,11,1,Sweeper,0,3,3,0,3,0,3,0,Infield shade,Standard,68.0,0.014,-0.259,79.6,8.4,,0.209,0.259,88.0,-3,3,0.222,0.778,33,24,33,24,1,0,5.0,1.0,6.0,1,3.07,-0.99,0.99,28.5,21.88225941226685,-27.31891698507592,44.17309848875555,29.10115097822413,54.74903480900511,0,0,0,0,0,1,away
FF,2026-05-18,96.2,-2.24,5.79,"Crow-Armstrong, Pete",691718,687075,strikeout,called_strike,,,,,3.0,Pete Crow-Armstrong called out on strikes.,R,L,R,CHC,MIL,S,2.0,,1,2,2026,-0.7,1.16,0.4816477241005023,2.8113738173652223,,,608348.0,0,5,Bot,,,,,,,8.745372762242805,-139.77742981527405,-4.789058692780035,-11.1780767892481,31.579788771025076,-15.991433476703431,3.202452428,1.616190945,,,,96.2,,6.4,824680,661388,683734,668930,650859,687401,641343,694192,686217,54.13,,0.0,0.0,1.0,0.0,0.0,,43,5,4-Seam Fastball,0,8,0,8,8,0,0,8,Infield shade,Standard,,-0.005,-0.173,,,,,0.173,,-8,-8,0.02,0.02,25,24,26,24,2,1,6.0,1.0,6.0,1,1.31,0.7,-0.7,44.1,,,,,,0,0,0,1,0,1,home
SL,2026-05-18,85.8,1.46,5.56,"Crow-Armstrong, Pete",691718,675660,strikeout,swinging_strike,,,,,13.0,Pete Crow-Armstrong strikes out swinging.,R,L,L,CHC,MIL,S,2.0,,0,2,2026,-0.46,-0.17,-0.3525712688323014,0.8247002255036211,,,,0,9,Bot,,,,,,,-3.271979843873747,-125.0457769515572,-4.393133836726725,-4.285478558601449,23.17003556549239,-33.39904268586371,3.202452428,1.616190945,,,,86.2,,6.3,824680,661388,641343,668930,650859,687401,694192,663368,686217,54.25,,0.0,0.0,1.0,0.0,0.0,,76,3,Slider,3,9,3,9,9,3,3,9,Standard,Standard,,-0.001,-0.164,74.6,7.5,2.005351272,,0.164,,-6,-6,0.002,0.002,27,24,27,24,2,3,6.0,1.0,4.0,1,3.24,-0.46,-0.46,32.5,11.296499862255494,3.0231781558187416,37.35979105514882,38.001681015872464,35.51891349683462,0,0,0,1,0,1,home
FF,2026-05-18,98.1,-2.51,5.64,"Crow-Armstrong, Pete",691718,687075,field_out,hit_into_play,,,,,8.0,"Pete Crow-Armstrong grounds out, shortstop Joey Ortiz to first baseman Andrew Vaughn.",R,L,R,CHC,MIL,X,6.0,ground_ball,0,0,2026,-0.35,0.91,-0.0992327121786323,2.0612681554415455,,,,2,2,Bot,117.18,137.59,,,,,7.253011463167627,-142.70809668764255,-6.144083158112881,-6.402798928499249,31.268148703142693,-18.48205335745617,3.202452428,1.616190945,15.0,106.5,-7.0,98.2,,6.2,824680,661388,683734,668930,650859,687401,641343,694192,686217,54.26,0.437,0.398,0.0,1.0,0.0,0.0,2.0,15,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,,-0.012,-0.26,74.5,6.4,,0.476,0.26,106.5,-1,-1,0.4,0.4,25,24,26,24,1,0,6.0,1.0,6.0,1,1.45,0.35,-0.35,36.8,-7.652162032484616,16.047003852213923,42.63084517612206,37.04581666841614,23.595459861720535,0,0,0,0,0,1,home
FF,2026-05-18,95.8,1.49,5.55,"Crow-Armstrong, Pete",691718,675660,field_out,hit_into_play,,,,,1.0,Pete Crow-Armstrong flies out to left fielder Jackson Chourio.,R,L,L,CHC,MIL,X,7.0,fly_ball,3,2,2026,1.0,1.21,-0.3209627153163216,2.931706225745093,,673548.0,608348.0,1,6,Bot,88.0,107.67,,,,,-7.0074201443359785,-139.276924600795,-3.867556231903257,14.618936407744645,32.243801848689465,-15.802377371124976,3.202452428,1.616190945,247.0,96.4,58.0,95.4,,6.2,824680,661388,641343,668930,650859,687401,694192,663368,686217,54.3,0.014,0.014,0.0,1.0,0.0,0.0,3.0,58,6,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,,-0.024,-0.315,84.9,7.0,,0.02,0.315,96.4,-6,-6,0.054,0.054,27,24,27,24,1,2,6.0,1.0,4.0,1,1.29,1.0,1.0,35.1,9.77013258213906,-5.63793279722307,30.459983664746883,38.211268092049266,34.719843979209756,0,0,0,0,0,1,home
FF,2026-05-19,98.5,-1.71,5.25,"Crow-Armstrong, Pete",691718,694819,strikeout,swinging_strike,,,,,4.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,2,2,2026,-0.98,1.25,-0.6720038407802933,2.5365509473833736,,,621020.0,0,5,Bot,,,,,,,5.220644660728572,-143.3606371374159,-4.7823082370529555,-14.70734542566195,33.110106176688966,-14.036809789950308,3.202452428,1.616190945,,,,100.6,2548.0,7.4,824677,661388,641343,668930,650859,666152,694192,669003,686217,53.08,,0.0,0.0,1.0,0.0,0.0,,42,5,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,217.0,-0.036,-0.215,68.4,6.0,1.533107724,,0.215,,-3,-3,0.231,0.231,24,24,24,24,2,1,6.0,1.0,6.0,1,1.1,0.98,-0.98,31.4,-14.285153972199192,32.69995076615549,43.53144696136853,42.60215726405269,5.797384958327455,0,0,0,1,0,1,home
CU,2026-05-19,87.8,-1.53,5.4,"Crow-Armstrong, Pete",691718,694819,strikeout,swinging_strike,,,,,14.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,0,2,2026,0.58,-0.85,0.8409939935619924,1.1672270559157516,,,,2,2,Bot,,,,,,,4.530719065373286,-127.84524427002611,-2.109188169173326,5.408590656400781,27.66121500709433,-41.212123475663965,3.202452428,1.616190945,,,,89.7,2162.0,7.5,824677,661388,641343,668930,650859,666152,694192,669003,686217,52.98,,0.0,0.0,1.0,0.0,0.0,,17,3,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,39.0,-0.007,-0.154,77.5,7.8,0.458168136,,0.154,,-1,-1,0.395,0.395,24,24,24,24,1,0,6.0,1.0,6.0,1,3.81,-0.58,0.58,38.8,14.836324204621524,-14.149615762535523,44.554781766908874,26.049457768281428,31.0830038543041,0,0,0,1,0,1,home
SI,2026-05-19,98.3,-1.41,5.92,"Crow-Armstrong, Pete",691718,682842,field_out,hit_into_play,,,,,7.0,"Pete Crow-Armstrong grounds out, second baseman Brice Turang to first baseman Jake Bauers.",R,L,R,CHC,MIL,X,4.0,ground_ball,1,0,2026,-1.48,0.52,-0.5014820267683753,1.6402722517950006,,,,1,9,Bot,155.07,148.85,,,,,5.913730376761431,-143.02947728967126,-7.146904002063051,-21.64335884725204,31.734839776774574,-23.573968775333217,3.202452428,1.616190945,6.0,88.2,-15.0,98.7,2446.0,6.4,824677,661388,641343,668930,650859,687401,694192,669003,686217,54.06,0.126,0.114,0.0,1.0,0.0,0.0,2.0,77,2,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,223.0,-0.016,-0.303,76.2,7.8,,0.146,0.303,88.2,-3,-3,0.021,0.021,26,24,26,24,1,3,4.0,1.0,7.0,1,1.83,1.48,-1.48,36.5,14.46089764541674,4.359975228844154,39.74608050506135,41.026366197377385,34.12495247096722,0,0,0,0,0,1,home
SI,2026-05-19,97.0,0.52,6.55,"Crow-Armstrong, Pete",691718,676879,single,hit_into_play,,,,,3.0,Pete Crow-Armstrong singles on a ground ball to left fielder Jackson Chourio.,R,L,L,CHC,MIL,X,7.0,ground_ball,0,0,2026,1.1,0.83,0.3941062484392741,2.7520358789564647,,,,0,8,Bot,87.59,128.22,,,,,-2.8298342309777684,-141.1862711425177,-6.279198948420291,15.410752572312608,30.030796522299493,-19.82708622495479,3.202452428,1.616190945,124.0,70.4,11.0,95.7,1989.0,5.4,824677,661388,641343,668930,650859,687401,694192,669003,686217,55.11,0.306,0.298,0.9,1.0,1.0,0.0,2.0,65,1,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,140.0,0.017,0.445,71.6,5.9,,0.359,-0.445,88.0,-5,-5,0.022,0.022,28,24,28,24,1,2,4.0,1.0,3.0,1,1.57,1.1,1.1,50.2,-4.416073827700752,22.28162327661886,34.966282763232975,29.947984939045863,23.480448884906323,1,0,0,0,0,1,home
FF,2026-05-20,96.8,2.43,4.93,"Crow-Armstrong, Pete",691718,690986,strikeout,foul_tip,,,,,2.0,Pete Crow-Armstrong strikes out on a foul tip.,R,L,L,CHC,MIL,S,2.0,,1,2,2026,0.94,1.33,-0.2751718958915131,2.9657316704720693,,,,1,6,Bot,,,,,,,-9.332627231152427,-140.62851043244223,-2.5737109076561597,14.612779005845503,34.05521079004714,-14.226270099560535,3.202452428,1.616190945,,,,97.0,2459.0,6.6,824678,661388,641343,668930,666152,687401,694192,663368,686217,53.88,,0.0,0.0,1.0,0.0,0.0,,43,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,127.0,-0.008,-0.183,71.1,5.2,,,0.183,,-4,-4,0.074,0.074,24,24,25,24,2,1,6.0,1.0,6.0,2,1.13,0.94,0.94,30.5,-11.700707987156749,36.6422135098177,33.40489666680987,36.81317661678897,15.613340321413911,0,0,0,1,0,1,home
FF,2026-05-20,96.9,2.35,5.04,"Crow-Armstrong, Pete",691718,690986,strikeout,called_strike,,,,,1.0,Pete Crow-Armstrong called out on strikes.,R,L,L,CHC,MIL,S,2.0,,1,2,2026,1.05,1.28,-0.5257522885182364,2.9758704285217243,,,,1,3,Bot,,,,,,,-10.08648147990472,-140.73707977421537,-2.7626329592873136,16.256751920948613,31.62368245326417,-14.718967447783385,3.202452428,1.616190945,,,,97.5,2505.0,6.7,824678,661388,641343,668930,666152,687401,694192,669003,686217,53.82,,0.0,0.0,1.0,0.0,0.0,,25,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Strategic,Standard,138.0,-0.009,-0.183,,,,,0.183,,-4,-4,0.14,0.14,24,24,25,24,1,0,6.0,1.0,6.0,2,1.16,1.05,1.05,31.7,,,,,,0,0,0,1,0,1,home
FF,2026-05-20,93.4,2.78,5.37,"Crow-Armstrong, Pete",691718,669084,field_out,hit_into_play,,,,,4.0,Pete Crow-Armstrong grounds out to first baseman Jake Bauers.,R,L,L,CHC,MIL,X,3.0,ground_ball,3,2,2026,0.5,1.2,-0.3131206867981118,2.7017680734383394,,,,0,9,Bot,153.04,164.2,,,,,-9.128253282386808,-135.71548378601008,-3.652175414155702,8.180483616884334,29.418874617535295,-16.714493745305543,3.202452428,1.616190945,67.0,84.3,4.0,94.8,2060.0,7.2,824678,661388,641343,668930,666152,687401,694192,663368,686217,53.31,0.33,0.3,0.0,1.0,0.0,0.0,2.0,67,6,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,143.0,-0.007,-0.346,77.4,7.3,,0.378,0.346,88.0,-5,-5,0.01,0.01,27,24,28,24,1,2,3.0,1.0,3.0,2,1.42,0.5,0.5,39.0,25.333990196805328,-7.856371993921359,27.11495840885781,37.58076983706957,41.6239147248118,0,0,0,0,0,1,home
FF,2026-05-22,91.4,-2.43,4.73,"Crow-Armstrong, Pete",691718,681293,field_out,hit_into_play,,,,,3.0,Pete Crow-Armstrong pops out to third baseman Isaac Paredes.,R,L,R,CHC,HOU,X,5.0,popup,1,0,2026,-0.71,1.06,0.3532714360587625,2.926149069829761,,,,1,4,Bot,129.24,195.13,,,,,8.663202555828592,-132.93992243534493,-0.8462845153613587,-10.231655165557742,26.916082534721394,-19.63400773541264,3.202452428,1.616190945,15.0,65.5,78.0,93.4,2341.0,7.4,824679,543877,572233,669699,670623,665161,805904,676694,701358,53.13,0.009,0.008,0.0,1.0,0.0,0.0,3.0,36,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Strategic,Standard,224.0,-0.02,-0.303,77.2,7.3,,0.01,0.303,88.0,-3,-3,0.194,0.194,26,24,26,24,2,1,7.0,2.0,6.0,1,1.66,0.71,-0.71,18.3,18.337979994235074,-3.961735166337187,32.125639075415414,31.035684183135352,35.54927635943007,0,0,0,0,0,1,home
CU,2026-05-22,76.0,-2.47,4.9,"Crow-Armstrong, Pete",691718,681293,walk,ball,,,,,11.0,Pete Crow-Armstrong walks.,R,L,R,CHC,HOU,B,,,3,2,2026,1.42,-0.22,-1.3364433662183,2.982724316768326,,,,2,2,Bot,,,,,,,-0.2585729548258441,-110.53515058802157,3.7665814271796383,11.611165167061973,21.36513603074852,-34.924012292433794,3.202452428,1.616190945,,,,76.9,2700.0,7.2,824679,543877,572233,669699,670623,665161,805904,676694,701358,53.35,,0.698334,0.7,1.0,0.0,0.0,,16,6,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,59.0,0.011,0.294,,,,,-0.294,,0,0,0.513,0.513,26,24,26,24,1,0,7.0,2.0,6.0,1,4.2,-1.42,1.42,24.4,,,,,,0,0,1,0,0,0,home
SL,2026-05-22,77.7,3.13,5.9,"Crow-Armstrong, Pete",691718,595345,home_run,hit_into_play,,,,,8.0,Pete Crow-Armstrong homers (6) on a fly ball to right field. Miguel Amaya scores.,R,L,L,CHC,HOU,X,,fly_ball,1,0,2026,-1.05,0.22,-0.159460782881073,2.026536158344153,,,665804.0,1,6,Bot,241.75,80.72,,,,,-4.997456874192793,-113.1416437003447,-1.5568904974944433,-8.103314550235151,21.06188371985597,-30.240685399143924,3.202452428,1.616190945,406.0,104.7,31.0,77.6,2294.0,6.2,824679,543877,572233,694728,670623,665161,805904,676694,701358,54.27,0.814,1.66,2.0,1.0,0.0,3.0,6.0,54,2,Slider,0,4,0,4,4,2,2,4,Strategic,Standard,279.0,0.121,1.418,79.0,7.7,,3.237,-1.418,104.7,-4,-4,0.104,0.104,34,24,35,24,1,2,3.0,2.0,1.0,1,3.56,-1.05,-1.05,33.2,20.37862864421081,-20.256500566018993,32.366591640419,31.40856516306999,50.1352968540855,1,1,0,0,0,1,home
SL,2026-05-22,86.0,-1.42,5.69,"Crow-Armstrong, Pete",691718,650556,walk,ball,,,,,3.0,Pete Crow-Armstrong walks. Carson Kelly to 2nd.,R,L,R,CHC,HOU,B,,,3,2,2026,0.59,-0.37,0.4559737124696688,3.233477177225494,,,608348.0,2,8,Bot,,,,,,,3.1983846393418407,-125.31449087978088,1.3251790936495011,5.609660754008707,23.77826318070785,-36.583943061430546,3.202452428,1.616190945,,,,86.5,2760.0,6.4,824679,543877,572233,669397,670623,665161,805904,676694,701358,54.13,,0.698334,0.7,1.0,0.0,0.0,,70,6,Slider,2,4,2,4,4,2,2,4,Infield shade,Standard,59.0,0.038,0.214,,,,,-0.214,,-2,-2,0.126,0.126,29,24,29,24,1,3,3.0,2.0,2.0,1,3.43,-0.59,0.59,50.1,,,,,,0,0,1,0,0,0,home
