pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,is_hit,is_home_run,is_walk,is_strikeout,is_stolen_base,at_bat,home_away
SI,2026-06-13,92.6,-2.16,4.88,"Crow-Armstrong, Pete",691718,686790,single,hit_into_play,,,,,5.0,Pete Crow-Armstrong singles on a line drive to right fielder Jung Hoo Lee. Dansby Swanson to 3rd.,R,L,R,SF,CHC,X,9.0,line_drive,3,0,2026,-1.13,-0.15,-0.2429120733516128,2.194707062574364,,,621020.0,2,4,Top,162.86,90.05,,,,,7.413599926775277,-134.72543521624283,-0.5824749501860085,-15.370996912792682,26.700510646571335,-34.094601754957985,3.202452428,1.616190945,150.0,96.4,10.0,93.7,2064.0,6.8,823213,606992,646240,650333,656305,642715,669477,687551,808982,53.74,0.697,0.648,0.9,1.0,1.0,0.0,4.0,32,4,Sinker,1,3,3,1,3,1,3,1,Infield shade,Standard,247.0,-0.011,0.146,78.1,7.1,,0.794,-0.146,96.4,-2,2,0.282,0.718,25,24,25,24,3,2,6.0,1.0,7.0,1,2.79,1.13,-1.13,25.1,9.263772408131445,9.458561183040862,37.40162249317708,36.47786305488221,32.49935350020917,1,0,0,0,0,1,away
CH,2026-06-13,82.5,-2.31,4.99,"Crow-Armstrong, Pete",691718,686790,double,hit_into_play,,,,,13.0,Pete Crow-Armstrong doubles (11) on a line drive to right fielder Jung Hoo Lee.,R,L,R,SF,CHC,X,9.0,line_drive,1,0,2026,-1.13,-0.04,-1.015382701219056,1.960562752948953,,,,0,3,Top,193.03,136.01,,,,,5.225298299387923,-120.06611439281848,-0.1116745259345171,-11.930490707110197,22.10490391502141,-32.72025034535565,3.202452428,1.616190945,228.0,77.4,25.0,83.8,1540.0,7.1,823213,606992,646240,650333,656305,642715,669477,687551,808982,53.44,0.7,0.646,1.25,1.0,1.0,1.0,4.0,17,2,Changeup,0,1,1,0,1,0,1,0,Infield shade,Standard,252.0,-0.056,0.662,69.5,8.3,,0.777,-0.662,88.0,-1,1,0.385,0.615,25,24,25,24,2,1,6.0,1.0,7.0,1,3.37,1.13,-1.13,25.7,30.947937363840374,-13.239644603329042,33.45634077471429,45.06461058331627,52.63858749353963,1,0,0,0,0,1,away
FF,2026-06-13,97.2,-1.42,6.23,"Crow-Armstrong, Pete",691718,681916,strikeout,swinging_strike,,,,,3.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,SF,CHC,S,2.0,,0,2,2026,-0.5,1.67,0.6351972496062412,2.9676100185749688,,,,0,8,Top,,,,,,,6.631844135842451,-141.30879484947877,-6.959673045289362,-8.14105005787657,29.483514922872352,-8.351314712357995,3.202452428,1.616190945,,,,98.1,2567.0,6.7,823213,606992,646240,650333,656305,642715,669477,687551,808982,53.85,,0.0,0.0,1.0,0.0,0.0,,67,3,4-Seam Fastball,1,6,6,1,6,1,6,1,Standard,Standard,202.0,0.001,-0.164,75.1,6.8,1.879248348,,0.164,,-5,5,0.018,0.982,26,24,26,24,1,4,4.0,1.0,3.0,1,0.73,0.5,-0.5,52.1,17.418143188356,-5.197969546145236,36.03897852591292,25.75505265779171,33.14208227173835,0,0,0,1,0,1,away
SL,2026-06-13,86.0,-2.47,5.16,"Crow-Armstrong, Pete",691718,686790,home_run,hit_into_play,,,,,8.0,Pete Crow-Armstrong homers (12) on a fly ball to left center field.,R,L,R,SF,CHC,X,,fly_ball,0,0,2026,0.65,-0.29,-0.255680165356223,1.616781255352719,,,,0,1,Top,77.27,56.39,,,,,3.880315884188208,-125.3344606457121,-1.4539051166707808,6.215651561566722,21.603460857557277,-35.17335202037885,3.202452428,1.616190945,385.0,102.7,31.0,87.2,2795.0,6.7,823213,606992,646240,650333,656305,642715,669477,687551,808982,53.84,0.714,1.432,2.0,1.0,0.0,3.0,6.0,1,1,Slider,0,0,0,0,1,0,1,0,Infield shade,Standard,23.0,-0.096,1.114,75.1,7.5,,2.77,-1.114,102.7,0,0,0.5,0.5,25,24,25,24,1,0,6.0,1.0,7.0,1,3.32,-0.65,0.65,25.1,11.638685845365147,1.020294104350255,42.745462228024635,34.813707896184994,33.4514020322751,1,1,0,0,0,1,away
SI,2026-06-14,92.9,-1.8,4.9,"Crow-Armstrong, Pete",691718,657277,field_out,hit_into_play,,,,,5.0,Pete Crow-Armstrong lines out sharply to second baseman Luis Arraez.,R,L,R,SF,CHC,X,4.0,line_drive,1,0,2026,-1.16,0.22,-0.0953186855984826,2.46331341326467,,,621020.0,1,8,Top,148.59,145.96,,,,,6.966902607166256,-135.27273704427012,-0.8354376302292562,-15.650785432898056,26.0771493300708,-29.47472679801853,3.202452428,1.616190945,149.0,103.9,9.0,94.3,2914.0,6.8,823212,691740,669477,650333,656305,642715,687551,813841,808982,53.67,0.771,0.738,0.0,1.0,0.0,0.0,4.0,59,2,Sinker,4,0,0,4,0,4,0,4,Infield shade,Standard,246.0,0.019,-0.297,76.5,7.1,,0.92,0.297,103.9,4,-4,0.96,0.04,29,24,30,24,4,3,6.0,1.0,7.0,1,2.39,1.16,-1.16,19.7,14.562154418283502,0.6875686668301425,31.467733012711744,36.44082625380414,38.655978611933214,0,0,0,0,0,1,away
SI,2026-06-14,92.2,-1.68,5.06,"Crow-Armstrong, Pete",691718,657277,single,hit_into_play,,,,,9.0,Pete Crow-Armstrong singles on a fly ball to left fielder Casey Schmitt.,R,L,R,SF,CHC,X,7.0,fly_ball,0,0,2026,-1.13,0.28,0.349412925926305,1.6636607722770034,,,,0,6,Top,70.64,133.91,,,,,7.657055773887572,-134.24905495872727,-3.3520284261342397,-15.262635400683427,24.29797947007999,-28.28410320075932,3.202452428,1.616190945,184.0,63.1,38.0,93.7,1993.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.7,0.409,0.368,0.9,1.0,1.0,0.0,4.0,43,1,Sinker,3,0,0,3,0,3,0,3,Infield shade,Standard,243.0,-0.043,0.445,77.8,7.1,,0.419,-0.445,88.0,3,-3,0.863,0.137,29,24,30,24,3,2,6.0,1.0,7.0,1,2.36,1.13,-1.13,20.6,0.4763098226073866,-0.5904003232504933,48.78223509923351,30.42257032488376,34.85637592955819,1,0,0,0,0,1,away
FF,2026-06-14,92.6,-1.68,5.03,"Crow-Armstrong, Pete",691718,657277,single,hit_into_play,,,,,5.0,Pete Crow-Armstrong singles on a ground ball to right fielder Jung Hoo Lee.,R,L,R,SF,CHC,X,9.0,ground_ball,3,2,2026,-0.53,0.84,-0.2081452619317528,2.693959257303331,,,,2,3,Top,200.89,138.74,,,,,4.9354687374407655,-134.99161847292874,-1.977526072535273,-7.430401218277181,25.54025429329104,-21.561871751413868,3.202452428,1.616190945,128.0,102.6,7.0,94.3,2094.0,6.9,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.59,0.637,0.591,0.9,1.0,1.0,0.0,4.0,16,9,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,230.0,-0.011,0.288,77.8,7.5,,0.716,-0.288,102.6,0,0,0.541,0.459,29,24,30,24,2,1,6.0,1.0,7.0,1,1.78,0.53,-0.53,22.2,23.80218072616881,-9.9199912359516,29.570406358196077,36.681083181059655,43.22188282498132,1,0,0,0,0,1,away
FF,2026-06-14,94.0,-1.74,5.12,"Crow-Armstrong, Pete",691718,657277,strikeout,swinging_strike,,,,,1.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,SF,CHC,S,2.0,,3,2,2026,-0.54,0.77,-0.5319562227717051,2.8776611246905692,,,,0,1,Top,,,,,,,4.364788662312414,-137.03342808093478,-1.7853904612920233,-7.694813093668103,24.140096229957347,-22.19838197561291,3.202452428,1.616190945,,,,95.8,2083.0,6.8,823212,691740,805811,650333,656305,642715,669477,687551,808982,53.75,,0.0,0.0,1.0,0.0,0.0,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,237.0,0.027,-0.346,73.2,6.5,0.388571448,,0.346,,0,0,0.495,0.505,29,24,30,24,1,0,6.0,1.0,7.0,1,1.76,0.54,-0.54,26.0,5.226295767691966,18.067942565809467,33.477170731554025,40.46140931078375,20.929647237448684,0,0,0,1,0,1,away
FC,2026-06-15,90.4,-1.83,5.75,"Crow-Armstrong, Pete",691718,547179,double,hit_into_play,,,,,9.0,Pete Crow-Armstrong doubles (12) on a sharp line drive to right fielder Tyler Freeman.,R,L,R,CHC,COL,X,9.0,line_drive,1,1,2026,-0.1,0.85,0.6178264001781214,1.787877903007551,,,,1,5,Bot,210.41,112.14,,,,,6.191686325731923,-131.46665476624486,-5.512922876959972,-2.461128884793584,27.062738293691083,-21.33519606587132,3.202452428,1.616190945,243.0,102.1,18.0,89.7,2436.0,5.8,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.68,0.431,0.51,1.25,1.0,1.0,1.0,5.0,38,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,210.0,0.042,0.653,80.7,7.7,,0.781,-0.653,102.1,1,1,0.686,0.686,34,24,34,24,3,2,5.0,1.0,6.0,1,1.94,0.1,-0.1,36.3,18.49464372995077,-2.737352286062978,41.160699785269074,29.327814384201,39.777993469568386,1,0,0,0,0,1,home
SI,2026-06-15,93.5,-1.87,5.63,"Crow-Armstrong, Pete",691718,547179,triple,hit_into_play,,,,,5.0,Pete Crow-Armstrong triples (4) on a fly ball to right fielder Tyler Freeman.,R,L,R,CHC,COL,X,9.0,fly_ball,2,2,2026,-1.27,0.64,0.0317930715826777,2.668098658143982,,,,0,3,Bot,174.89,50.8,,,,,7.607473041683518,-136.0535726464518,-3.1116603138770147,-17.433535970558868,29.32366027159144,-23.76125684352459,3.202452428,1.616190945,385.0,98.3,35.0,92.9,2345.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.62,0.234,0.456,1.6,1.0,1.0,2.0,5.0,22,5,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,230.0,0.083,1.009,75.3,7.3,,0.888,-1.009,98.3,1,1,0.666,0.666,34,24,34,24,2,1,5.0,1.0,6.0,1,1.97,1.27,-1.27,35.6,14.269427182642051,-5.656243736898537,34.99430988390646,35.54634890171342,36.00961208887652,1,0,0,0,0,1,home
SL,2026-06-15,86.5,-2.61,5.34,"Crow-Armstrong, Pete",691718,680767,sac_fly,hit_into_play,,,,,2.0,Pete Crow-Armstrong out on a sacrifice fly to right fielder Tyler Freeman. Matt Shaw scores.,R,L,R,CHC,COL,X,9.0,line_drive,2,2,2026,0.71,-0.87,0.0949985819181996,2.804705065112086,807713.0,624424.0,,1,8,Bot,200.79,107.61,,,,,4.926329981086936,-125.9286568795146,2.1496277291731887,6.700393601459693,23.98621682465801,-42.07908656664126,3.202452428,1.616190945,292.0,98.6,18.0,87.6,2605.0,6.8,824666,664954,681198,666397,650489,694249,687859,664983,671289,53.67,,0.393,0.0,1.0,0.0,0.0,4.0,72,5,Slider,2,4,2,4,4,3,3,4,Infield shade,Standard,44.0,-0.058,-0.12,79.6,7.0,,,0.12,98.6,-2,-2,0.325,0.325,26,24,27,24,1,4,28.0,1.0,1.0,1,3.9,-0.71,0.71,42.1,23.345999606177607,-5.7982020039155175,25.776646667256408,33.217369869052106,41.726298997087035,0,0,0,0,0,0,home
FC,2026-06-15,90.3,-1.92,5.68,"Crow-Armstrong, Pete",691718,547179,home_run,hit_into_play,,,,,8.0,Pete Crow-Armstrong homers (13) on a fly ball to center field.,R,L,R,CHC,COL,X,,fly_ball,2,1,2026,-0.17,0.69,0.0856009718095276,1.7227074372707498,,,,0,1,Bot,165.59,27.4,,,,,5.242497539177348,-131.4531091268108,-5.170955085408326,-3.0341300135738187,26.194004946778353,-23.23998230978841,3.202452428,1.616190945,434.0,106.0,28.0,89.8,2563.0,5.9,824666,690924,681198,650489,691720,678662,664983,694249,671289,54.65,1.0,2.0,2.0,1.0,0.0,3.0,6.0,5,4,Cutter,0,0,0,0,0,1,1,0,Standard,Standard,219.0,0.094,1.063,76.6,7.7,,4.0,-1.063,106.0,0,0,0.551,0.551,34,24,34,24,1,0,5.0,1.0,6.0,1,2.09,0.17,-0.17,38.9,8.117380716048737,-1.3604991440747178,43.21360079324005,35.340299972120164,36.685102408727886,1,1,0,0,0,1,home
SI,2026-06-15,92.0,3.06,5.04,"Crow-Armstrong, Pete",691718,657514,single,hit_into_play,,,,,5.0,Pete Crow-Armstrong singles on a line drive to right fielder Tyler Freeman.,R,L,L,CHC,COL,X,9.0,line_drive,1,1,2026,1.28,0.18,0.1439521286736775,2.188603748351751,,,,0,7,Bot,163.95,93.47,,,,,-10.02644291098313,-133.6308529389263,-1.5725818598719288,17.540433192364112,28.70706749544948,-29.86233887647617,3.202452428,1.616190945,211.0,99.6,13.0,91.1,2168.0,5.8,824666,664954,681198,666397,650489,694249,687859,664983,671289,54.67,0.926,0.889,0.9,1.0,1.0,0.0,4.0,57,3,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,127.0,0.029,0.457,74.4,7.2,,1.122,-0.457,99.6,1,1,0.788,0.788,34,24,34,24,1,3,3.0,1.0,1.0,1,2.52,1.28,1.28,16.2,11.560396940374078,0.9645993451111584,36.60576226967074,32.5960869910358,33.72659349571496,1,0,0,0,0,1,home
CH,2026-06-16,85.0,-1.72,5.63,"Crow-Armstrong, Pete",691718,663372,strikeout,swinging_strike,,,,,11.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CHC,COL,S,2.0,,2,2,2026,-0.46,0.49,-0.8259851208658262,3.339039002498072,,665804.0,621020.0,1,4,Bot,,,,,,,3.0246970669035655,-123.92367572867671,0.0643053975721397,-5.289754591138764,23.00661840191588,-27.299488454762574,3.202452428,1.616190945,,,,85.9,1660.0,6.6,824667,664954,681198,666397,650489,678662,687859,694249,664983,53.92,,0.0,0.0,1.0,0.0,0.0,,34,5,Changeup,2,3,2,3,3,2,2,3,Standard,Standard,206.0,-0.052,-0.223,69.7,6.3,1.343024088,,0.223,,-1,-1,0.473,0.473,29,24,30,24,3,2,5.0,1.0,6.0,1,2.63,0.46,-0.46,46.7,9.362018333340025,23.055360041069477,28.4879460064144,44.541500781345974,23.733864889225018,0,0,0,1,0,1,home
CH,2026-06-16,87.2,-1.57,5.64,"Crow-Armstrong, Pete",691718,663372,strikeout,swinging_strike,,,,,11.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CHC,COL,S,2.0,,2,2,2026,-0.37,0.71,-0.3515204273384291,3.777752372244235,665804.0,,,1,2,Bot,,,,,,,3.700376306252991,-127.06417882915598,0.2934073105365923,-4.753317350135246,23.4453485959884,-24.686202737526077,3.202452428,1.616190945,,,,88.4,1609.0,6.7,824667,664954,681198,666397,650489,678662,687859,694249,664983,53.78,,0.0,0.0,1.0,0.0,0.0,,16,6,Changeup,2,0,2,0,0,2,2,0,Strategic,Standard,205.0,-0.037,-0.316,74.5,6.8,0.183749856,,0.316,,2,2,0.777,0.777,29,24,30,24,2,1,5.0,1.0,6.0,1,2.26,0.37,-0.37,47.4,21.739005288951155,-0.7855559234640573,20.81282858316899,40.602782355184786,36.39645680369363,0,0,0,1,0,1,home
SL,2026-06-16,87.1,-1.18,5.61,"Crow-Armstrong, Pete",691718,677955,field_out,hit_into_play,,,,,8.0,Pete Crow-Armstrong flies out sharply to center fielder Cole Carrigg.,R,L,R,CHC,COL,X,8.0,fly_ball,1,2,2026,0.38,-0.14,0.1800111658633599,1.934580505912896,,,,1,9,Bot,118.73,79.77,,,,,2.401875721146112,-126.88014494520344,-2.1620500822391686,3.663688114627997,24.68913311430157,-33.50127002340925,3.202452428,1.616190945,298.0,101.2,48.0,86.7,2565.0,5.8,824667,664954,681198,650489,691720,678662,664983,694249,671289,54.66,0.014,0.018,0.0,1.0,0.0,0.0,3.0,75,4,Slider,2,5,2,5,5,2,2,5,Infield shade,Standard,99.0,-0.009,-0.183,80.7,7.5,,0.033,0.183,101.2,-3,-3,0.014,0.014,26,24,27,24,1,4,1.0,1.0,3.0,1,3.13,-0.38,0.38,24.1,17.65155462881689,-5.289841455427314,38.63080596384221,32.96550698669303,41.01311825544413,0,0,0,0,0,1,home
FF,2026-06-16,96.0,-1.69,5.54,"Crow-Armstrong, Pete",691718,663372,home_run,hit_into_play,,,,,6.0,Pete Crow-Armstrong homers (14) on a fly ball to right field.,R,L,R,CHC,COL,X,,fly_ball,1,2,2026,-0.45,1.15,0.4429515829973211,2.694659666634881,,,,0,1,Bot,216.09,70.94,,,,,6.603975495936689,-139.6887477688895,-4.387510406405358,-7.342264491337039,31.215197876970684,-16.34099956915468,3.202452428,1.616190945,386.0,97.7,33.0,96.2,2299.0,6.4,824667,664954,681198,666397,650489,678662,687859,694249,664983,54.1,0.22,0.423,2.0,1.0,0.0,3.0,5.0,4,4,4-Seam Fastball,0,0,0,0,0,1,1,0,Infield shade,Standard,216.0,0.104,1.187,77.7,7.0,,0.806,-1.187,97.7,0,0,0.541,0.541,29,24,30,24,1,0,5.0,1.0,6.0,1,1.32,0.45,-0.45,36.8,19.339733839624145,-1.046394193590075,31.820783725971385,31.24061664220782,38.08541198705148,1,1,0,0,0,1,home
SI,2026-06-16,90.8,3.08,5.02,"Crow-Armstrong, Pete",691718,657514,field_out,hit_into_play,,,,,7.0,"Pete Crow-Armstrong grounds out sharply, third baseman Willi Castro to first baseman TJ Rumfield.",R,L,L,CHC,COL,X,5.0,ground_ball,0,0,2026,1.33,0.16,-0.378775014472285,2.003629933360834,,,,0,7,Bot,106.0,171.0,,,,,-11.295193936668342,-131.6927434017159,-1.698906277393633,17.987709370839973,29.194832621046356,-30.134935796655327,3.202452428,1.616190945,30.0,100.8,-2.0,89.4,2153.0,5.7,824667,664954,681198,666397,650489,678662,687859,694249,664983,54.78,0.437,0.396,0.0,1.0,0.0,0.0,2.0,58,1,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,118.0,-0.028,-0.259,72.0,6.6,,0.489,0.259,100.8,-3,-3,0.128,0.128,34,24,34,24,1,3,1.0,1.0,4.0,1,2.63,1.33,1.33,16.1,-2.7169676904826985,32.444799391170164,38.37018875710863,39.212161808604954,18.27336888249929,0,0,0,0,0,1,home
FS,2026-06-17,86.2,-2.42,5.64,"Crow-Armstrong, Pete",691718,688642,walk,ball,,,,,11.0,Pete Crow-Armstrong walks.,R,L,R,CHC,COL,B,,,3,2,2026,-0.5,0.17,-0.4920363298263867,3.7004653179906257,,,,1,6,Bot,,,,,,,5.562283185590006,-125.40835044156368,1.450057784905765,-6.386716346361782,24.631716065022307,-30.927780653552265,3.202452428,1.616190945,,,,86.4,1230.0,6.3,824668,696100,681198,666397,691720,678662,664983,694249,671289,54.16,,0.698334,0.7,1.0,0.0,0.0,,51,8,Split-Finger,8,2,8,2,2,8,8,2,Infield shade,Standard,239.0,0.001,0.339,,,,,-0.339,,6,6,0.985,0.985,25,24,26,24,1,3,5.0,1.0,6.0,2,2.9,0.5,-0.5,35.6,,,,,,0,0,1,0,0,0,home
ST,2026-06-17,75.7,3.42,5.54,"Crow-Armstrong, Pete",691718,807743,home_run,hit_into_play,,,,,4.0,"Umpire reviewed (home run), call on the field was upheld: Pete Crow-Armstrong homers (15) on a fly ball to right field.",R,L,L,CHC,COL,X,,fly_ball,2,2,2026,-1.16,-0.39,-0.2837036945642741,2.6222906822072907,,,,0,4,Bot,227.09,92.07,,,,,-5.617852839589404,-109.99872018095864,2.078120933094742,-8.290396112616204,21.034245298255613,-35.96789965648049,3.202452428,1.616190945,364.0,99.2,41.0,77.0,2241.0,7.5,824668,696100,681198,666397,691720,678662,664983,694249,671289,53.05,0.08,0.137,2.0,1.0,0.0,3.0,3.0,34,5,Sweeper,7,1,7,1,1,8,8,1,Infield shade,Standard,305.0,0.014,1.141,85.0,7.6,,0.259,-1.141,99.2,6,6,0.968,0.968,23,24,24,24,3,2,5.0,1.0,6.0,2,4.4,-1.16,-1.16,27.9,20.743032096780315,-21.366552066965284,31.46469919385292,34.50951471324442,53.57006672020639,1,1,0,0,0,1,home
ST,2026-06-17,78.0,3.5,5.55,"Crow-Armstrong, Pete",691718,807743,field_out,hit_into_play,,,,,11.0,Pete Crow-Armstrong flies out to left fielder Jake McCarthy.,R,L,L,CHC,COL,X,7.0,fly_ball,0,2,2026,-1.53,-0.44,-1.1391508886467332,2.7742032078593453,,,,0,2,Bot,35.36,107.67,,,,,-7.084973168542608,-113.30748056928276,2.1212742927317563,-11.661133261693807,23.092123629803005,-36.661842886010184,3.202452428,1.616190945,316.0,89.9,41.0,79.0,2360.0,7.3,824668,696100,681198,666397,691720,678662,664983,694249,671289,53.15,0.009,0.014,0.0,1.0,0.0,0.0,3.0,16,3,Sweeper,5,0,5,0,0,5,5,0,Infield shade,Standard,311.0,-0.004,-0.164,66.8,6.7,,0.025,0.164,89.9,5,5,0.917,0.917,23,24,24,24,2,1,5.0,1.0,6.0,2,4.24,-1.53,-1.53,28.3,8.712749197418415,12.34342911045606,30.012703882541416,47.13532936912644,30.37026922591228,0,0,0,0,0,1,home
FF,2026-06-17,90.9,2.99,5.7,"Crow-Armstrong, Pete",691718,807743,field_out,hit_into_play,,,,,4.0,"Pete Crow-Armstrong grounds out, second baseman Edouard Julien to first baseman TJ Rumfield.",R,L,L,CHC,COL,X,4.0,ground_ball,0,0,2026,0.64,1.2,-0.3285941580147627,2.3521504202154233,,,,0,1,Bot,152.28,147.88,,,,,-9.806652718110392,-132.07836780306917,-4.97666176109865,9.531822055542792,27.10615538330971,-17.22846765919017,3.202452428,1.616190945,59.0,95.7,2.0,92.9,2215.0,7.5,824668,696100,681198,666397,691720,678662,664983,694249,671289,53.04,0.474,0.441,0.0,1.0,0.0,0.0,4.0,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141.0,-0.022,-0.259,74.7,7.4,,0.522,0.259,95.7,0,0,0.548,0.548,23,24,24,24,1,0,5.0,1.0,6.0,2,1.56,0.64,0.64,31.7,14.10979511590412,-4.209194674249931,37.40750246164372,37.42403437268922,36.55189139353736,0,0,0,0,0,1,home
FF,2026-06-17,91.5,-2.53,5.2,"Crow-Armstrong, Pete",691718,623474,strikeout,swinging_strike,,,,,11.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,CHC,COL,S,2.0,,1,2,2026,-1.16,0.85,-0.9825574595857652,3.2090178261724702,807713.0,,621020.0,1,8,Bot,,,,,,,6.290443662298547,-133.17101139732452,-0.8835534066388567,-15.177589621771826,27.096631017905825,-22.059997909208292,3.202452428,1.616190945,,,,90.1,2438.0,5.3,824668,696100,681198,650489,691720,678662,664983,694249,671289,55.18,,0.0,0.0,1.0,0.0,0.0,,71,4,4-Seam Fastball,8,5,8,5,5,8,8,5,Strategic,Standard,242.0,-0.006,-0.261,71.7,6.4,1.21306764,,0.261,,3,3,0.978,0.978,32,24,33,24,1,4,36.0,1.0,3.0,2,1.86,1.16,-1.16,8.0,8.450772884413105,19.399506302184896,28.269246219120753,45.942977887218866,23.055173033900424,0,0,0,1,0,1,home
FS,2026-06-19,83.2,-2.51,5.7,"Crow-Armstrong, Pete",691718,592332,single,hit_into_play,,,,,14.0,Pete Crow-Armstrong singles on a soft ground ball to shortstop Andrés Giménez. Dansby Swanson to 3rd.,R,L,R,CHC,TOR,X,6.0,ground_ball,2,1,2026,-1.24,0.0,0.1492742233447033,1.3260110955876665,,621020.0,,2,1,Bot,120.31,158.46,,,,,8.572677760311915,-120.87749738219657,-3.3580732697218156,-13.776891366371322,22.863449171699376,-31.73837696187392,3.202452428,1.616190945,2.0,48.7,-36.0,84.0,1708.0,6.8,824663,672386,665489,676914,672960,665926,682818,664770,660821,53.66,0.197,0.177,0.9,1.0,1.0,0.0,1.0,13,4,Split-Finger,6,0,6,0,0,6,6,0,Standard,Standard,240.0,0.003,0.667,70.9,8.7,,0.205,-0.667,88.0,6,6,0.934,0.934,35,24,35,24,2,1,6.0,2.0,6.0,1,3.3,1.24,-1.24,35.8,30.189870818984065,-29.979892054397222,38.81450174846343,34.6328591320523,58.10850535292871,1,0,0,0,0,1,home
CU,2026-06-19,82.0,-1.39,5.81,"Crow-Armstrong, Pete",691718,693686,single,hit_into_play,,,,,14.0,Pete Crow-Armstrong singles on a line drive to right fielder Jesús Sánchez. Nico Hoerner scores. Carson Kelly to 3rd. Dansby Swanson to 2nd.,R,L,R,CHC,TOR,X,9.0,line_drive,1,2,2026,1.03,-0.67,0.2953719106540571,1.1622371074015652,663538.0,608348.0,621020.0,1,6,Bot,183.53,110.62,,,,,1.7565853846415056,-119.5133745500489,-2.4421415607051253,9.560283069834686,22.72458038954231,-38.31689021337869,3.202452428,1.616190945,211.0,93.3,17.0,82.9,2751.0,6.8,824663,672386,807727,676914,672960,665926,682818,664770,660821,53.74,0.714,0.683,0.9,1.0,1.0,0.0,4.0,59,4,Curveball,9,2,9,2,2,10,10,2,Strategic,Standard,47.0,0.003,0.552,76.0,7.8,,0.884,-0.552,93.3,7,7,0.995,0.995,25,24,26,24,1,4,2.0,2.0,4.0,1,4.04,-1.03,1.03,35.6,14.670578003013594,0.4835614684897228,47.43425432333577,31.962285668974715,41.98189839981698,1,0,0,0,0,1,home
CU,2026-06-19,81.0,0.41,6.53,"Crow-Armstrong, Pete",691718,680755,single,hit_into_play,,,,,8.0,Pete Crow-Armstrong singles on a fly ball to left fielder Yohendrick Piñango.,R,L,R,CHC,TOR,X,7.0,fly_ball,0,0,2026,0.17,-0.85,0.2433404170768478,1.9030161728875523,,,,1,3,Bot,102.53,108.56,,,,,-0.6876130845482611,-117.96078716393632,-1.798874752828317,1.732778523664981,22.483951366486085,-39.990013216028395,3.202452428,1.616190945,221.0,68.8,37.0,79.6,2424.0,5.3,824663,672386,665489,676914,672960,665926,682818,664770,660821,55.25,0.723,0.675,0.9,1.0,1.0,0.0,4.0,30,1,Curveball,7,1,7,1,1,7,7,1,Infield shade,Strategic,30.0,0.003,0.419,73.7,7.0,,0.796,-0.419,88.0,6,6,0.955,0.955,25,24,26,24,1,2,2.0,2.0,3.0,1,4.32,-0.17,0.17,47.8,4.93795706234454,7.524227840669947,38.3495907499447,30.378752019660137,34.43437549708831,1,0,0,0,0,1,home
